Year,Round,Team,Score,Margin,Rainfall(mm),,,
2019,R2,Port Adelaide,88,16,1.8,,,
2019,R20,Port Adelaide,126,59,0.2,,,
2019,R21,Port Adelaide,103,47,5.8,,,
2019,R22,Port Adelaide,58,-86,4,,,
2019,R23,Port Adelaide,110,43,0,,,
2019,R3,Port Adelaide,90,-17,0,,,
2019,R4,Port Adelaide,92,-7,0,,,
2019,R5,Port Adelaide,95,42,23.4,,,
2019,R6,Port Adelaide,88,16,0.2,,,
2019,R7,Port Adelaide,69,-39,0.2,,,
2019,R8,Port Adelaide,68,-20,1,,,
2019,R9,Port Adelaide,89,38,0,,,
2018,R1,Port Adelaide,110,50,0,,,
2018,R11,Port Adelaide,61,-3,0,,,
2018,R12,Port Adelaide,72,14,3,,,
2018,R13,Port Adelaide,132,57,2.4,,,
2018,R14,Port Adelaide,75,10,0,,,
2018,R15,Port Adelaide,90,21,1.2,,,
2018,R16,Port Adelaide,86,36,9,,,
2018,R17,Port Adelaide,50,-9,23.4,,,
2018,R18,Port Adelaide,58,-22,0,,,
2018,R19,Port Adelaide,78,44,10.4,,,
2018,R2,Port Adelaide,94,23,0,,,
2018,R20,Port Adelaide,93,-3,1.8,,,
2018,R21,Port Adelaide,58,-4,9.4,,,
2018,R22,Port Adelaide,64,-51,0.4,,,
2018,R23,Port Adelaide,89,-22,0,,,
2018,R3,Port Adelaide,97,5,0,,,
2018,R4,Port Adelaide,84,-22,15,,,
2018,R5,Port Adelaide,50,-34,1.4,,,
2018,R6,Port Adelaide,102,33,0,,,
2018,R7,Port Adelaide,60,-42,0,,,
2018,R8,Port Adelaide,95,5,0,,,
2018,R9,Port Adelaide,82,40,,,,
2017,EF,Port Adelaide,76,-2,0,,,
2017,R1,Port Adelaide,110,28,1.6,,,
2017,R10,Port Adelaide,79,-2,0,,,
2017,R11,Port Adelaide,98,51,0,,,
2017,R12,Port Adelaide,61,-70,0,,,
2017,R13,Port Adelaide,121,40,0.8,,,
2017,R14,Port Adelaide,93,31,1.2,,,
2017,R15,Port Adelaide,63,-13,0,,,
2017,R16,Port Adelaide,120,32,0,,,
2017,R17,Port Adelaide,127,70,2,,,
2017,R18,Port Adelaide,65,-23,0.2,,,
2017,R19,Port Adelaide,63,2,0,,,
2017,R2,Port Adelaide,145,89,0,,,
2017,R20,Port Adelaide,46,-84,9.2,,,
2017,R21,Port Adelaide,98,27,0,,,
2017,R22,Port Adelaide,96,17,3.4,,,
2017,R23,Port Adelaide,135,115,0,,,
2017,R3,Port Adelaide,83,-17,0,,,
2017,R4,Port Adelaide,81,-31,0,,,
2017,R5,Port Adelaide,137,90,12.4,,,
2017,R6,Port Adelaide,150,83,0,,,
2017,R7,Port Adelaide,87,-10,0,,,
2017,R8,Port Adelaide,110,72,,,,
2016,R1,Port Adelaide,133,33,0,,,
2016,R10,Port Adelaide,121,45,0,,,
2016,R11,Port Adelaide,125,67,4.4,,,
2016,R12,Port Adelaide,97,-3,0.6,,,
2016,R13,Port Adelaide,69,-17,0,,,
2016,R15,Port Adelaide,94,38,3.4,,,
2016,R16,Port Adelaide,79,-22,0.8,,,
2016,R17,Port Adelaide,105,28,0,,,
2016,R18,Port Adelaide,60,-19,1.6,,,
2016,R19,Port Adelaide,173,94,0,,,
2016,R2,Port Adelaide,86,-58,0,,,
2016,R20,Port Adelaide,33,-67,6,,,
2016,R21,Port Adelaide,54,-40,0,,,
2016,R22,Port Adelaide,94,-15,5.6,,,
2016,R23,Port Adelaide,89,23,1.8,,,
2016,R3,Port Adelaide,112,61,0,,,
2016,R4,Port Adelaide,65,-86,,,,
2016,R5,Port Adelaide,59,-48,0,,,
2016,R6,Port Adelaide,94,35,8.5,,,
2016,R7,Port Adelaide,136,77,0.4,,,
2016,R8,Port Adelaide,91,-2,0,,,
2016,R9,Port Adelaide,86,-8,0,,,
2015,R1,Port Adelaide,68,-7,0,,,
2015,R10,Port Adelaide,100,38,0,,,
2015,R11,Port Adelaide,69,-23,0,,,
2015,R12,Port Adelaide,106,-4,0,,,
2015,R14,Port Adelaide,84,-10,0,,,
2015,R15,Port Adelaide,66,3,0,,,
2015,R16,Port Adelaide,113,-3,0.2,,,
2015,R17,Port Adelaide,129,13,2.6,,,
2015,R18,Port Adelaide,112,63,6.4,,,
2015,R19,Port Adelaide,64,-64,0,,,
2015,R2,Port Adelaide,44,-48,0,,,
2015,R20,Port Adelaide,111,21,1.2,,,
2015,R21,Port Adelaide,108,22,0,,,
2015,R22,Port Adelaide,88,37,0.2,,,
2015,R23,Port Adelaide,122,69,0,,,
2015,R3,Port Adelaide,113,8,7,,,
2015,R4,Port Adelaide,99,8,13.2,,,
2015,R5,Port Adelaide,115,24,0,,,
2015,R6,Port Adelaide,68,-10,2,,,
2015,R7,Port Adelaide,65,-37,1,,,
2015,R8,Port Adelaide,43,-33,0,,,
2015,R9,Port Adelaide,115,61,0,,,
2014,EF,Port Adelaide,132,57,0,,,
2014,PF,Port Adelaide,94,-3,0,,,
2014,R1,Port Adelaide,120,33,7.2,,,
2014,R10,Port Adelaide,100,14,0,,,
2014,R11,Port Adelaide,95,20,0,,,
2014,R12,Port Adelaide,129,70,0,,,
2014,R13,Port Adelaide,94,-4,7,,,
2014,R14,Port Adelaide,128,72,4.6,,,
2014,R15,Port Adelaide,76,-23,1.2,,,
2014,R16,Port Adelaide,60,-2,3.8,,,
2014,R17,Port Adelaide,106,-20,3.6,,,
2014,R18,Port Adelaide,72,3,0,,,
2014,R19,Port Adelaide,70,-6,0,,,
2014,R2,Port Adelaide,127,54,0,,,
2014,R20,Port Adelaide,58,-26,0,,,
2014,R21,Port Adelaide,56,9,1.8,,,
2014,R22,Port Adelaide,140,103,0,,,
2014,R23,Port Adelaide,97,-8,51.2,,,
2014,R3,Port Adelaide,90,-7,0,,,
2014,R4,Port Adelaide,159,113,0,,,
2014,R5,Port Adelaide,70,14,0,,,
2014,R6,Port Adelaide,107,40,0,,,
2014,R7,Port Adelaide,132,35,,,,
2014,R8,Port Adelaide,94,18,17.4,,,
2014,SF,Port Adelaide,105,22,0.4,,,
2013,EF,Port Adelaide,87,24,0,,,
2013,R1,Port Adelaide,133,79,2,,,
2013,R10,Port Adelaide,58,-9,0.4,,,
2013,R12,Port Adelaide,125,75,0,,,
2013,R13,Port Adelaide,72,18,18.8,,,
2013,R14,Port Adelaide,86,35,0,,,
2013,R15,Port Adelaide,88,-30,2,,,
2013,R16,Port Adelaide,79,-45,19.2,,,
2013,R17,Port Adelaide,97,5,13.8,,,
2013,R18,Port Adelaide,71,9,0.6,,,
2013,R19,Port Adelaide,107,4,5.2,,,
2013,R2,Port Adelaide,134,56,0,,,
2013,R20,Port Adelaide,104,-25,1.8,,,
2013,R21,Port Adelaide,113,17,5.6,,,
2013,R22,Port Adelaide,60,-74,0,,,
2013,R23,Port Adelaide,103,-1,0,,,
2013,R3,Port Adelaide,118,9,0,,,
2013,R4,Port Adelaide,104,38,0,,,
2013,R5,Port Adelaide,84,5,0,,,
2013,R6,Port Adelaide,83,-10,6.2,,,
2013,R7,Port Adelaide,73,-41,0,,,
2013,R8,Port Adelaide,91,-18,0.4,,,
2013,R9,Port Adelaide,68,-48,0,,,
2013,SF,Port Adelaide,80,-16,1.4,,,
2012,R1,Port Adelaide,89,4,0,,,
2012,R10,Port Adelaide,99,54,0,,,
2012,R11,Port Adelaide,62,-46,0,,,
2012,R12,Port Adelaide,57,-38,1,,,
2012,R14,Port Adelaide,61,-38,1.2,,,
2012,R15,Port Adelaide,58,-58,0,,,
2012,R16,Port Adelaide,77,-50,8.6,,,
2012,R17,Port Adelaide,84,28,0,,,
2012,R18,Port Adelaide,48,-27,0,,,
2012,R19,Port Adelaide,73,-34,0,,,
2012,R2,Port Adelaide,86,-25,3.6,,,
2012,R20,Port Adelaide,87,-72,0.2,,,
2012,R21,Port Adelaide,50,-48,0.4,,,
2012,R22,Port Adelaide,93,-11,2.2,,,
2012,R23,Port Adelaide,106,0,0,,,
2012,R3,Port Adelaide,83,-22,0,,,
2012,R4,Port Adelaide,73,-24,2.6,,,
2012,R5,Port Adelaide,91,-19,0,,,
2012,R6,Port Adelaide,54,-37,0,,,
2012,R7,Port Adelaide,47,-40,0,,,
2012,R8,Port Adelaide,95,2,3,,,
2012,R9,Port Adelaide,118,48,8.2,,,
2020,GF,Richmond,81,31,0.4,,,
2020,PF,Richmond,46,6,0.2,,,
2020,QF,Richmond,54,-15,0,,,
2020,R1,Richmond,105,24,0,,,
2020,R10,Richmond,82,41,0,,,
2020,R11,Richmond,72,-21,1.4,,,
2020,R12,Richmond,53,21,0,,,
2020,R13,Richmond,73,12,0,,,
2020,R14,Richmond,88,27,0,,,
2020,R15,Richmond,56,27,0,,,
2020,R17,Richmond,57,26,12,,,
2020,R18,Richmond,77,44,0,,,
2020,R2,Richmond,36,0,0,,,
2020,R3,Richmond,39,-32,0,,,
2020,R4,Richmond,67,-26,0,,,
2020,R5,Richmond,79,27,5.2,,,
2020,R6,Richmond,34,8,0.2,,,
2020,R7,Richmond,77,54,0,,,
2020,R8,Richmond,50,-12,0,,,
2020,R9,Richmond,90,41,0,,,
2020,SF,Richmond,80,31,0,,,
2019,GF,Richmond,114,89,0,,,
2019,PF,Richmond,85,19,0,,,
2019,QF,Richmond,112,47,0,,,
2019,R1,Richmond,97,33,0,,,
2019,R10,Richmond,73,23,2.4,,,
2019,R11,Richmond,62,-37,2.4,,,
2019,R12,Richmond,37,-67,0,,,
2019,R13,Richmond,68,-33,0.8,,,
2019,R15,Richmond,103,33,7.2,,,
2019,R16,Richmond,150,92,3.2,,,
2019,R17,Richmond,94,27,1.4,,,
2019,R18,Richmond,101,38,0,,,
2019,R19,Richmond,98,32,0,,,
2019,R2,Richmond,66,-44,0,,,
2019,R20,Richmond,93,33,0.2,,,
2019,R21,Richmond,73,28,6.8,,,
2019,R22,Richmond,88,6,0.1,,,
2019,R23,Richmond,82,27,1.2,,,
2019,R3,Richmond,76,-49,1.6,,,
2019,R4,Richmond,99,7,0,,,
2019,R5,Richmond,89,22,0,,,
2019,R6,Richmond,85,43,0,,,
2019,R7,Richmond,52,-47,0.4,,,
2019,R8,Richmond,111,25,0,,,
2019,R9,Richmond,95,36,0,,,
2018,PF,Richmond,58,-39,0,,,
2018,QF,Richmond,95,31,0.2,,,
2018,R1,Richmond,121,26,0,,,
2018,R10,Richmond,105,28,0,,,
2018,R11,Richmond,114,71,0,,,
2018,R12,Richmond,58,-14,3,,,
2018,R13,Richmond,83,18,18.8,,,
2018,R15,Richmond,93,26,0,,,
2018,R16,Richmond,103,47,0,,,
2018,R17,Richmond,77,-2,0,,,
2018,R18,Richmond,111,54,5.4,,,
2018,R19,Richmond,105,28,0.8,,,
2018,R2,Richmond,82,-36,0,,,
2018,R20,Richmond,85,3,0,,,
2018,R21,Richmond,125,74,0,,,
2018,R22,Richmond,81,8,1,,,
2018,R23,Richmond,98,3,0,,,
2018,R3,Richmond,102,13,0,,,
2018,R4,Richmond,110,93,1.4,,,
2018,R5,Richmond,102,46,0,,,
2018,R6,Richmond,113,43,0,,,
2018,R7,Richmond,110,77,0,,,
2018,R8,Richmond,82,10,3.7,,,
2018,R9,Richmond,83,-47,0,,,
2017,GF,Richmond,108,48,1.4,,,
2017,PF,Richmond,103,36,0,,,
2017,QF,Richmond,91,51,4.6,,,
2017,R1,Richmond,132,43,0,,,
2017,R10,Richmond,81,15,0,,,
2017,R11,Richmond,101,35,1,,,
2017,R13,Richmond,71,-9,0,,,
2017,R14,Richmond,84,26,0.2,,,
2017,R15,Richmond,76,13,0,,,
2017,R16,Richmond,71,-67,0,,,
2017,R17,Richmond,112,31,0.1,,,
2017,R18,Richmond,64,19,0,,,
2017,R19,Richmond,98,33,0,,,
2017,R2,Richmond,99,19,2.8,,,
2017,R20,Richmond,93,29,0.2,,,
2017,R21,Richmond,66,-14,0,,,
2017,R22,Richmond,155,104,2.8,,,
2017,R23,Richmond,122,41,,,,
2017,R3,Richmond,76,11,0,,,
2017,R4,Richmond,119,52,0,,,
2017,R5,Richmond,88,13,0.4,,,
2017,R6,Richmond,64,-76,0,,,
2017,R7,Richmond,75,-5,0,,,
2017,R8,Richmond,70,-2,0,,,
2017,R9,Richmond,75,-3,9.6,,,
2016,R1,Richmond,92,9,0,,,
2016,R10,Richmond,105,38,0.6,,,
2016,R11,Richmond,54,-70,0,,,
2016,R12,Richmond,114,17,0.8,,,
2016,R14,Richmond,117,42,3,,,
2016,R15,Richmond,56,-38,3.4,,,
2016,R16,Richmond,75,-10,0.2,,,
2016,R17,Richmond,102,19,0,,,
2016,R18,Richmond,44,-70,1.2,,,
2016,R19,Richmond,23,-88,0,,,
2016,R2,Richmond,86,-1,0,,,
2016,R20,Richmond,92,15,0,,,
2016,R21,Richmond,78,-4,0.6,,,
2016,R22,Richmond,46,-9,13,,,
2016,R23,Richmond,51,-113,3.6,,,
2016,R3,Richmond,92,-36,0,,,
2016,R4,Richmond,57,-68,0,,,
2016,R5,Richmond,96,-33,0,,,
2016,R6,Richmond,59,-35,8.5,,,
2016,R7,Richmond,90,-46,,,,
2016,R8,Richmond,101,1,0.2,,,
2016,R9,Richmond,83,38,36.4,,,
2015,EF,Richmond,88,-17,0,,,
2015,R1,Richmond,105,27,0.4,,,
2015,R10,Richmond,97,27,0,,,
2015,R12,Richmond,70,-20,0,,,
2015,R13,Richmond,95,18,1,,,
2015,R14,Richmond,78,9,1.6,,,
2015,R15,Richmond,71,30,0,,,
2015,R16,Richmond,89,16,0,,,
2015,R17,Richmond,78,-4,2.6,,,
2015,R18,Richmond,71,18,0,,,
2015,R19,Richmond,52,-36,0.4,,,
2015,R2,Richmond,66,-19,0,,,
2015,R20,Richmond,138,83,0,,,
2015,R21,Richmond,147,91,0,,,
2015,R22,Richmond,74,27,3.2,,,
2015,R23,Richmond,108,41,0,,,
2015,R3,Richmond,137,79,3.4,,,
2015,R4,Richmond,51,-32,0,,,
2015,R5,Richmond,76,-9,0,,,
2015,R6,Richmond,74,-35,0,,,
2015,R7,Richmond,105,5,0,,,
2015,R8,Richmond,76,33,0,,,
2015,R9,Richmond,72,13,0,,,
2014,EF,Richmond,75,-57,0,,,
2014,R1,Richmond,69,-18,0.4,,,
2014,R10,Richmond,154,113,0.2,,,
2014,R11,Richmond,54,-50,0,,,
2014,R12,Richmond,88,-28,0.8,,,
2014,R13,Richmond,85,-20,0.2,,,
2014,R14,Richmond,51,-11,0,,,
2014,R15,Richmond,117,44,0,,,
2014,R16,Richmond,79,25,0.2,,,
2014,R17,Richmond,126,20,3.6,,,
2014,R18,Richmond,59,17,1.4,,,
2014,R19,Richmond,89,27,11.2,,,
2014,R2,Richmond,98,12,5.2,,,
2014,R20,Richmond,95,18,3.4,,,
2014,R21,Richmond,79,10,0,,,
2014,R22,Richmond,98,26,0.8,,,
2014,R23,Richmond,68,3,0.6,,,
2014,R3,Richmond,98,-2,0,,,
2014,R4,Richmond,72,-38,10.8,,,
2014,R5,Richmond,106,43,0,,,
2014,R6,Richmond,52,-66,0,,,
2014,R7,Richmond,76,-5,7,,,
2014,R9,Richmond,74,-17,0,,,
2013,EF,Richmond,96,-20,0.4,,,
2013,R1,Richmond,106,5,17.4,,,
2013,R10,Richmond,103,41,0,,,
2013,R12,Richmond,110,38,0,,,
2013,R13,Richmond,121,60,0,,,
2013,R14,Richmond,119,64,0,,,
2013,R15,Richmond,66,-62,0,,,
2013,R16,Richmond,53,9,4.2,,,
2013,R17,Richmond,84,27,10.8,,,
2013,R18,Richmond,63,-47,0,,,
2013,R19,Richmond,107,41,3,,,
2013,R2,Richmond,99,17,0,,,
2013,R20,Richmond,97,23,0.2,,,
2013,R21,Richmond,96,-10,0,,,
2013,R22,Richmond,163,121,0,,,
2013,R23,Richmond,104,39,2.8,,,
2013,R3,Richmond,135,67,0,,,
2013,R4,Richmond,79,-34,0.2,,,
2013,R5,Richmond,80,-1,0,,,
2013,R6,Richmond,87,-44,4,,,
2013,R7,Richmond,114,41,0,,,
2013,R8,Richmond,106,34,0.4,,,
2013,R9,Richmond,62,-29,0,,,
2012,R1,Richmond,81,-44,0,,,
2012,R10,Richmond,121,8,0,,,
2012,R11,Richmond,66,-12,6.2,,,
2012,R12,Richmond,86,12,0,,,
2012,R14,Richmond,87,-19,6,,,
2012,R15,Richmond,101,23,0,,,
2012,R16,Richmond,88,-2,0.8,,,
2012,R17,Richmond,99,-4,0,,,
2012,R18,Richmond,91,-4,13.6,,,
2012,R19,Richmond,132,48,0,,,
2012,R2,Richmond,64,-21,3.6,,,
2012,R20,Richmond,150,70,0.6,,,
2012,R21,Richmond,72,-22,0,,,
2012,R22,Richmond,102,45,2.6,,,
2012,R23,Richmond,106,0,0,,,
2012,R3,Richmond,133,59,0,,,
2012,R4,Richmond,65,-10,7.2,,,
2012,R5,Richmond,97,-10,1.6,,,
2012,R6,Richmond,91,37,0,,,
2012,R7,Richmond,91,29,0.2,,,
2012,R8,Richmond,109,-19,1.8,,,
2012,R9,Richmond,137,62,28,,,
2020,EF,St Kilda,67,3,0,,,
2020,R1,St Kilda,54,-2,0.2,,,
2020,R10,St Kilda,78,4,0,,,
2020,R11,St Kilda,34,-59,0,,,
2020,R12,St Kilda,68,35,6.4,,,
2020,R13,St Kilda,48,-2,0,,,
2020,R14,St Kilda,49,-3,,,,
2020,R16,St Kilda,80,14,0,,,
2020,R17,St Kilda,50,-15,0,,,
2020,R18,St Kilda,82,52,0,,,
2020,R2,St Kilda,88,39,5.8,,,
2020,R3,St Kilda,37,-44,2,,,
2020,R4,St Kilda,93,26,0,,,
2020,R5,St Kilda,73,18,1.2,,,
2020,R6,St Kilda,73,-6,0.8,,,
2020,R7,St Kilda,78,23,0.2,,,
2020,R8,St Kilda,73,29,0,,,
2020,R9,St Kilda,101,53,0,,,
2020,SF,St Kilda,49,-31,0,,,
2019,R1,St Kilda,85,1,1.2,,,
2019,R10,St Kilda,68,13,8,,,
2019,R11,St Kilda,69,-70,,,,
2019,R13,St Kilda,80,4,0,,,
2019,R14,St Kilda,59,-56,1.8,,,
2019,R15,St Kilda,70,-33,7.2,,,
2019,R16,St Kilda,73,-39,0,,,
2019,R17,St Kilda,57,-27,3.2,,,
2019,R18,St Kilda,116,27,0,,,
2019,R19,St Kilda,104,19,8,,,
2019,R2,St Kilda,76,11,2.2,,,
2019,R20,St Kilda,70,-22,0,,,
2019,R21,St Kilda,72,3,6.8,,,
2019,R22,St Kilda,68,-10,4,,,
2019,R23,St Kilda,64,-45,0,,,
2019,R3,St Kilda,66,-5,0,,,
2019,R4,St Kilda,74,5,0,,,
2019,R5,St Kilda,95,40,0,,,
2019,R6,St Kilda,68,-29,4,,,
2019,R7,St Kilda,70,-44,,,,
2019,R8,St Kilda,70,-18,9.8,,,
2019,R9,St Kilda,71,-41,0,,,
2018,R1,St Kilda,107,25,0.6,,,
2018,R10,St Kilda,77,-28,0,,,
2018,R11,St Kilda,88,-13,0,,,
2018,R12,St Kilda,55,-71,4,,,
2018,R13,St Kilda,80,2,0,,,
2018,R15,St Kilda,119,2,0.6,,,
2018,R16,St Kilda,50,-36,9,,,
2018,R17,St Kilda,116,64,0,,,
2018,R18,St Kilda,57,-54,5.4,,,
2018,R19,St Kilda,61,-25,0,,,
2018,R2,St Kilda,43,-52,0,,,
2018,R20,St Kilda,68,-35,2.2,,,
2018,R21,St Kilda,79,-43,0,,,
2018,R22,St Kilda,76,-4,0.4,,,
2018,R23,St Kilda,94,-23,0,,,
2018,R3,St Kilda,55,-49,0,,,
2018,R4,St Kilda,56,-47,7.2,,,
2018,R5,St Kilda,73,0,0,,,
2018,R6,St Kilda,54,-35,0,,,
2018,R7,St Kilda,67,-39,0,,,
2018,R8,St Kilda,59,-30,0,,,
2018,R9,St Kilda,72,-28,3.6,,,
2017,R1,St Kilda,90,-30,0,,,
2017,R10,St Kilda,50,-40,0,,,
2017,R12,St Kilda,54,-57,0,,,
2017,R13,St Kilda,89,17,0,,,
2017,R14,St Kilda,103,31,0.2,,,
2017,R15,St Kilda,89,9,21.8,,,
2017,R16,St Kilda,138,67,0,,,
2017,R17,St Kilda,57,-61,2.6,,,
2017,R18,St Kilda,59,-42,0,,,
2017,R19,St Kilda,61,-2,0,,,
2017,R2,St Kilda,97,-19,0,,,
2017,R20,St Kilda,103,8,0.2,,,
2017,R21,St Kilda,72,-24,0,,,
2017,R22,St Kilda,127,49,1.8,,,
2017,R23,St Kilda,81,-41,,,,
2017,R3,St Kilda,107,31,14.2,,,
2017,R4,St Kilda,69,14,0,,,
2017,R5,St Kilda,88,-38,5.4,,,
2017,R6,St Kilda,130,75,0,,,
2017,R7,St Kilda,108,23,0,,,
2017,R8,St Kilda,85,19,0,,,
2017,R9,St Kilda,68,-50,0.2,,,
2016,R1,St Kilda,100,-33,0,,,
2016,R10,St Kilda,101,34,0.6,,,
2016,R11,St Kilda,45,-88,0.6,,,
2016,R12,St Kilda,110,32,0.8,,,
2016,R14,St Kilda,93,3,3,,,
2016,R15,St Kilda,68,-40,0,,,
2016,R16,St Kilda,109,11,0.2,,,
2016,R17,St Kilda,110,36,0,,,
2016,R18,St Kilda,75,15,4,,,
2016,R19,St Kilda,62,-23,2.2,,,
2016,R2,St Kilda,36,-57,0,,,
2016,R20,St Kilda,122,71,0,,,
2016,R21,St Kilda,76,-70,2.2,,,
2016,R22,St Kilda,55,9,13,,,
2016,R23,St Kilda,161,58,0,,,
2016,R3,St Kilda,119,29,0,,,
2016,R4,St Kilda,84,-3,0,,,
2016,R5,St Kilda,79,-47,0,,,
2016,R6,St Kilda,135,39,8.5,,,
2016,R7,St Kilda,75,-7,6.8,,,
2016,R8,St Kilda,29,-103,0,,,
2016,R9,St Kilda,109,46,0,,,
2015,R1,St Kilda,78,-9,0,,,
2015,R10,St Kilda,69,-63,0,,,
2015,R11,St Kilda,85,2,0,,,
2015,R13,St Kilda,56,-6,0,,,
2015,R14,St Kilda,162,110,0,,,
2015,R15,St Kilda,49,-35,7.8,,,
2015,R16,St Kilda,73,-16,0,,,
2015,R17,St Kilda,83,37,3.6,,,
2015,R18,St Kilda,49,-63,6.4,,,
2015,R19,St Kilda,59,-37,0,,,
2015,R2,St Kilda,104,28,0,,,
2015,R20,St Kilda,83,-37,1,,,
2015,R21,St Kilda,97,0,0,,,
2015,R22,St Kilda,38,-97,2.4,,,
2015,R23,St Kilda,30,-95,8,,,
2015,R3,St Kilda,66,-74,,,,
2015,R4,St Kilda,81,-40,,,,
2015,R5,St Kilda,80,-2,0,,,
2015,R6,St Kilda,94,7,0,,,
2015,R7,St Kilda,73,-46,0.2,,,
2015,R8,St Kilda,78,-53,0,,,
2015,R9,St Kilda,108,22,0,,,
2014,R1,St Kilda,68,17,3.8,,,
2014,R11,St Kilda,54,-86,0,,,
2014,R12,St Kilda,59,-70,0,,,
2014,R13,St Kilda,37,-96,20.6,,,
2014,R14,St Kilda,70,-33,0.2,,,
2014,R15,St Kilda,73,-44,0,,,
2014,R16,St Kilda,66,-85,0.6,,,
2014,R17,St Kilda,33,-59,0,,,
2014,R18,St Kilda,118,58,0.8,,,
2014,R19,St Kilda,64,-53,0,,,
2014,R2,St Kilda,95,7,0,,,
2014,R20,St Kilda,99,-23,2.2,,,
2014,R21,St Kilda,56,-71,0,,,
2014,R22,St Kilda,72,-26,0.8,,,
2014,R23,St Kilda,62,-79,0,,,
2014,R3,St Kilda,58,-25,0,,,
2014,R4,St Kilda,50,-86,0,,,
2014,R5,St Kilda,81,16,2,,,
2014,R6,St Kilda,79,-3,,,,
2014,R7,St Kilda,30,-145,2.6,,,
2014,R8,St Kilda,69,-32,0,,,
2014,R9,St Kilda,87,-38,0.2,,,
2013,R1,St Kilda,77,-13,0,,,
2013,R10,St Kilda,65,-68,4.6,,,
2013,R11,St Kilda,80,-4,0,,,
2013,R13,St Kilda,104,35,0,,,
2013,R14,St Kilda,55,-64,0,,,
2013,R15,St Kilda,70,-30,0,,,
2013,R16,St Kilda,74,-36,0.2,,,
2013,R17,St Kilda,92,-5,13.8,,,
2013,R18,St Kilda,36,-101,0,,,
2013,R19,St Kilda,77,-31,0,,,
2013,R2,St Kilda,82,-17,0,,,
2013,R20,St Kilda,56,-46,6.6,,,
2013,R21,St Kilda,59,-59,0,,,
2013,R22,St Kilda,116,46,0,,,
2013,R23,St Kilda,112,71,2.8,,,
2013,R3,St Kilda,140,72,0,,,
2013,R4,St Kilda,91,-37,0.2,,,
2013,R5,St Kilda,63,-16,,,,
2013,R6,St Kilda,77,-26,,,,
2013,R7,St Kilda,77,9,0.6,,,
2013,R8,St Kilda,47,-40,0,,,
2013,R9,St Kilda,101,-9,0,,,
2012,R1,St Kilda,85,-4,0,,,
2012,R10,St Kilda,113,-8,0,,,
2012,R11,St Kilda,144,95,0.4,,,
2012,R12,St Kilda,111,-4,0,,,
2012,R14,St Kilda,103,-33,0.8,,,
2012,R15,St Kilda,133,71,0,,,
2012,R16,St Kilda,105,13,12,,,
2012,R17,St Kilda,76,-29,2,,,
2012,R18,St Kilda,118,76,5.4,,,
2012,R19,St Kilda,85,-6,1.4,,,
2012,R2,St Kilda,139,92,0,,,
2012,R20,St Kilda,107,25,3,,,
2012,R21,St Kilda,81,-42,4,,,
2012,R22,St Kilda,163,128,0.6,,,
2012,R23,St Kilda,106,15,0,,,
2012,R3,St Kilda,103,63,0,,,
2012,R4,St Kilda,79,-13,2.4,,,
2012,R5,St Kilda,84,18,0,,,
2012,R6,St Kilda,88,-35,0,,,
2012,R7,St Kilda,122,24,6.2,,,
2012,R8,St Kilda,91,-30,0,,,
2012,R9,St Kilda,111,28,28,,,
2020,R1,Sydney,74,3,0,,,
2020,R10,Sydney,41,-9,0,,,
2020,R12,Sydney,66,41,0,,,
2020,R13,Sydney,19,-31,0,,,
2020,R14,Sydney,47,-26,0,,,
2020,R15,Sydney,67,21,0,,,
2020,R16,Sydney,52,-5,0,,,
2020,R17,Sydney,41,-32,1.6,,,
2020,R18,Sydney,63,-6,0,,,
2020,R2,Sydney,73,-6,11,,,
2020,R3,Sydney,71,11,2,,,
2020,R4,Sydney,39,-28,1,,,
2020,R5,Sydney,43,-34,0.8,,,
2020,R6,Sydney,26,-8,0.2,,,
2020,R7,Sydney,60,-32,2.8,,,
2020,R8,Sydney,60,7,0,,,
2020,R9,Sydney,48,-53,0,,,
2019,R1,Sydney,65,-17,5,,,
2019,R10,Sydney,73,-7,0,,,
2019,R11,Sydney,63,-22,0.4,,,
2019,R12,Sydney,116,45,0,,,
2019,R14,Sydney,82,19,0.4,,,
2019,R15,Sydney,93,42,0,,,
2019,R16,Sydney,66,-10,0.4,,,
2019,R17,Sydney,62,-7,0,,,
2019,R18,Sydney,51,-1,13.2,,,
2019,R19,Sydney,80,-27,0,,,
2019,R2,Sydney,62,-26,0,,,
2019,R20,Sydney,81,-2,0,,,
2019,R21,Sydney,56,-47,5.8,,,
2019,R22,Sydney,95,53,0.4,,,
2019,R23,Sydney,109,45,0,,,
2019,R3,Sydney,93,19,0,,,
2019,R4,Sydney,78,-22,0,,,
2019,R5,Sydney,67,-22,0,,,
2019,R6,Sydney,79,-41,0,,,
2019,R7,Sydney,81,-22,0,,,
2019,R8,Sydney,77,5,0,,,
2019,R9,Sydney,77,5,0,,,
2018,EF,Sydney,30,-49,30.4,,,
2018,R1,Sydney,115,29,0,,,
2018,R10,Sydney,67,18,0,,,
2018,R11,Sydney,91,30,0.8,,,
2018,R12,Sydney,126,71,4,,,
2018,R13,Sydney,72,15,0,,,
2018,R15,Sydney,67,-26,0,,,
2018,R16,Sydney,59,-12,0.2,,,
2018,R17,Sydney,104,6,0,,,
2018,R18,Sydney,64,-24,0,,,
2018,R19,Sydney,66,-43,0,,,
2018,R2,Sydney,71,-23,0,,,
