Year,Team,Team 2,Margin
Total,Collingwood,Geelong,1.2
Total,Collingwood,Gold Coast,41.1
Total,Collingwood,Greater Western Sydney,23.2
Total,Collingwood,Hawthorn,-16.4
Total,Collingwood,Melbourne,14.7
Total,Collingwood,North Melbourne,10.1
Total,Collingwood,Port Adelaide,-2.7
Total,Collingwood,Richmond,1.6
Total,Collingwood,St Kilda,29.1
Total,Collingwood,Sydney,-8.2
Total,Collingwood,West Coast,-9
Total,Collingwood,Western Bulldogs,11.3
Total,Essendon,Adelaide,-19.1
Total,Essendon,Brisbane Lions,11.3
Total,Essendon,Carlton,6.9
Total,Essendon,Collingwood,-9.7
Total,Essendon,Essendon,
Total,Essendon,Fremantle,-12.3
Total,Essendon,Geelong,-29.8
Total,Essendon,Gold Coast,15.2
Total,Essendon,Greater Western Sydney,4.8
Total,Essendon,Hawthorn,-25.9
Total,Essendon,Melbourne,9.8
Total,Essendon,North Melbourne,1.7
Total,Essendon,Port Adelaide,-2.4
Total,Essendon,Richmond,-15.6
Total,Essendon,St Kilda,-8.3
Total,Essendon,Sydney,-17.6
Total,Essendon,West Coast,-6.4
Total,Essendon,Western Bulldogs,-22.4
Total,Fremantle,Adelaide,-11.5
Total,Fremantle,Brisbane Lions,15.1
Total,Fremantle,Carlton,15.7
Total,Fremantle,Collingwood,-1.3
Total,Fremantle,Essendon,12.3
Total,Fremantle,Fremantle,
Total,Fremantle,Geelong,-12.7
Total,Fremantle,Gold Coast,13
Total,Fremantle,Greater Western Sydney,21.4
Total,Fremantle,Hawthorn,-35.6
Total,Fremantle,Melbourne,20
Total,Fremantle,North Melbourne,22.3
Total,Fremantle,Port Adelaide,-7.4
Total,Fremantle,Richmond,-22.8
Total,Fremantle,St Kilda,-3.8
Total,Fremantle,Sydney,-25.6
Total,Fremantle,West Coast,-15.3
Total,Fremantle,Western Bulldogs,13.4
Total,Geelong,Adelaide,12.2
Total,Geelong,Brisbane Lions,39.9
Total,Geelong,Carlton,27.8
Total,Geelong,Collingwood,-1.2
Total,Geelong,Essendon,29.8
Total,Geelong,Fremantle,12.7
Total,Geelong,Geelong,
Total,Geelong,Gold Coast,31.9
Total,Geelong,Greater Western Sydney,22.6
Total,Geelong,Hawthorn,6.5
Total,Geelong,Melbourne,40.9
Total,Geelong,North Melbourne,12
Total,Geelong,Port Adelaide,16.2
Total,Geelong,Richmond,4.3
Total,Geelong,St Kilda,45.2
Total,Geelong,Sydney,-8
Total,Geelong,West Coast,14
Total,Geelong,Western Bulldogs,17.3
Total,Gold Coast,Adelaide,-44.9
Total,Gold Coast,Brisbane Lions,-17.2
Total,Gold Coast,Carlton,-9.6
Total,Gold Coast,Collingwood,-41.1
Total,Gold Coast,Essendon,-15.2
Total,Gold Coast,Fremantle,-13
Total,Gold Coast,Geelong,-31.9
Total,Gold Coast,Gold Coast,
Total,Gold Coast,Greater Western Sydney,-33.2
Total,Gold Coast,Hawthorn,-40.9
Total,Gold Coast,Melbourne,-21.8
Total,Gold Coast,North Melbourne,9.2
Total,Gold Coast,Port Adelaide,-40.3
Total,Gold Coast,Richmond,-34.3
Total,Gold Coast,St Kilda,-10.2
Total,Gold Coast,Sydney,-32.9
Total,Gold Coast,West Coast,-38.8
Total,Gold Coast,Western Bulldogs,-14.5
Total,Greater Western Sydney,Adelaide,-38.4
Total,Greater Western Sydney,Brisbane Lions,7.1
Total,Greater Western Sydney,Carlton,21.6
Total,Greater Western Sydney,Collingwood,-23.2
Total,Greater Western Sydney,Essendon,-4.8
Total,Greater Western Sydney,Fremantle,-21.4
Total,Greater Western Sydney,Geelong,-22.6
Total,Greater Western Sydney,Gold Coast,33.2
Total,Greater Western Sydney,Greater Western Sydney,
Total,Greater Western Sydney,Hawthorn,-18.5
Total,Greater Western Sydney,Melbourne,1.4
Total,Greater Western Sydney,North Melbourne,-28.5
Total,Greater Western Sydney,Port Adelaide,0.2
Total,Greater Western Sydney,Richmond,-16.6
Total,Greater Western Sydney,St Kilda,-17.4
Total,Greater Western Sydney,Sydney,-22.6
Total,Greater Western Sydney,West Coast,-47.8
Total,Greater Western Sydney,Western Bulldogs,-1.2
Total,Hawthorn,Adelaide,17.3
Total,Hawthorn,Brisbane Lions,32.2
Total,Hawthorn,Carlton,34.5
Total,Hawthorn,Collingwood,16.4
Total,Hawthorn,Essendon,25.9
Total,Hawthorn,Fremantle,35.6
Total,Hawthorn,Geelong,-6.5
Total,Hawthorn,Gold Coast,40.9
Total,Hawthorn,Greater Western Sydney,18.5
Total,Hawthorn,Hawthorn,
Total,Hawthorn,Melbourne,31.4
Total,Hawthorn,North Melbourne,20.8
Total,Hawthorn,Port Adelaide,8.7
Total,Hawthorn,Richmond,-5.8
Total,Hawthorn,St Kilda,24.2
Total,Hawthorn,Sydney,6.4
Total,Hawthorn,West Coast,14.2
Total,Hawthorn,Western Bulldogs,25.6
Total,Melbourne,Adelaide,-9.2
Total,Melbourne,Brisbane Lions,-0.9
Total,Melbourne,Carlton,-1
Total,Melbourne,Collingwood,-14.7
Total,Melbourne,Essendon,-9.8
Total,Melbourne,Fremantle,-20
Total,Melbourne,Geelong,-40.9
Total,Melbourne,Gold Coast,21.8
Total,Melbourne,Greater Western Sydney,-1.4
Total,Melbourne,Hawthorn,-31.4
Total,Melbourne,Melbourne,
Total,Melbourne,North Melbourne,-19.1
Total,Melbourne,Port Adelaide,-27.3
Total,Melbourne,Richmond,-13
Total,Melbourne,St Kilda,-12.4
Total,Melbourne,Sydney,-37.4
Total,Melbourne,West Coast,-44.9
Total,Melbourne,Western Bulldogs,-3.5
Total,North Melbourne,Adelaide,4.2
Total,North Melbourne,Brisbane Lions,28.5
Total,North Melbourne,Carlton,34.9
Total,North Melbourne,Collingwood,-10.1
Total,North Melbourne,Essendon,-1.7
Total,North Melbourne,Fremantle,-22.3
Total,North Melbourne,Geelong,-12
Total,North Melbourne,Gold Coast,-9.2
Total,North Melbourne,Greater Western Sydney,28.5
Total,North Melbourne,Hawthorn,-20.8
Total,North Melbourne,Melbourne,19.1
Total,North Melbourne,North Melbourne,
Total,North Melbourne,Port Adelaide,-13.9
Total,North Melbourne,Richmond,11.7
Total,North Melbourne,St Kilda,28.6
Total,North Melbourne,Sydney,-17.9
Total,North Melbourne,West Coast,-12.4
Total,North Melbourne,Western Bulldogs,6.8
Total,Port Adelaide,Adelaide,0.2
Total,Port Adelaide,Brisbane Lions,17.4
Total,Port Adelaide,Carlton,26.3
Total,Port Adelaide,Collingwood,2.7
Total,Port Adelaide,Essendon,2.4
Total,Port Adelaide,Fremantle,7.4
Total,Port Adelaide,Geelong,-16.2
Total,Port Adelaide,Gold Coast,40.3
Total,Port Adelaide,Greater Western Sydney,-0.2
Total,Port Adelaide,Hawthorn,-8.7
Total,Port Adelaide,Melbourne,27.3
Total,Port Adelaide,North Melbourne,13.9
Total,Port Adelaide,Port Adelaide,
Total,Port Adelaide,Richmond,-5.7
Total,Port Adelaide,St Kilda,28.2
Total,Port Adelaide,Sydney,1
Total,Port Adelaide,West Coast,3
Total,Port Adelaide,Western Bulldogs,7.2
Total,Richmond,Adelaide,-4.5
Total,Richmond,Brisbane Lions,45.6
Total,Richmond,Carlton,14.7
Total,Richmond,Collingwood,-1.6
Total,Richmond,Essendon,15.6
Total,Richmond,Fremantle,22.8
Total,Richmond,Geelong,-4.3
Total,Richmond,Gold Coast,34.3
Total,Richmond,Greater Western Sydney,16.6
Total,Richmond,Hawthorn,5.8
Total,Richmond,Melbourne,13
Total,Richmond,North Melbourne,-11.7
Total,Richmond,Port Adelaide,5.7
Total,Richmond,Richmond,
Total,Richmond,St Kilda,17.1
Total,Richmond,Sydney,-1.4
Total,Richmond,West Coast,-4.8
Total,Richmond,Western Bulldogs,10.5
Total,St Kilda,Adelaide,-41
Total,St Kilda,Brisbane Lions,6.3
Total,St Kilda,Carlton,6.8
Total,St Kilda,Collingwood,-29.1
Total,St Kilda,Essendon,8.3
Total,St Kilda,Fremantle,3.8
Total,St Kilda,Geelong,-45.2
Total,St Kilda,Gold Coast,10.2
Total,St Kilda,Greater Western Sydney,17.4
Total,St Kilda,Hawthorn,-24.2
Total,St Kilda,Melbourne,12.4
Total,St Kilda,North Melbourne,-28.6
Total,St Kilda,Port Adelaide,-28.2
Total,St Kilda,Richmond,-17.1
Total,St Kilda,St Kilda,
Total,St Kilda,Sydney,-42.8
Total,St Kilda,West Coast,-32.4
Total,St Kilda,Western Bulldogs,-1.1
Total,Sydney,Adelaide,20.8
Total,Sydney,Brisbane Lions,25.3
Total,Sydney,Carlton,30.1
Total,Sydney,Collingwood,8.2
Total,Sydney,Essendon,17.6
Total,Sydney,Fremantle,25.6
Total,Sydney,Geelong,8
Total,Sydney,Gold Coast,32.9
Total,Sydney,Greater Western Sydney,22.6
Total,Sydney,Hawthorn,-6.4
Total,Sydney,Melbourne,37.4
Total,Sydney,North Melbourne,17.9
Total,Sydney,Port Adelaide,-1
Total,Sydney,Richmond,1.4
Total,Sydney,St Kilda,42.8
Total,Sydney,Sydney,
Total,Sydney,West Coast,12
Total,Sydney,Western Bulldogs,15.7
Total,West Coast,Adelaide,0.5
Total,West Coast,Brisbane Lions,23.9
Total,West Coast,Carlton,14.7
Total,West Coast,Collingwood,9
Total,West Coast,Essendon,6.4
Total,West Coast,Fremantle,15.3
Total,West Coast,Geelong,-14
Total,West Coast,Gold Coast,38.8
Total,West Coast,Greater Western Sydney,47.8
Total,West Coast,Hawthorn,-14.2
Total,West Coast,Melbourne,44.9
Total,West Coast,North Melbourne,12.4
Total,West Coast,Port Adelaide,-3
Total,West Coast,Richmond,4.8
Total,West Coast,St Kilda,32.4
Total,West Coast,Sydney,-12
Total,West Coast,West Coast,
Total,West Coast,Western Bulldogs,29.2
Total,Western Bulldogs,Adelaide,-1.1
Total,Western Bulldogs,Brisbane Lions,6.3
Total,Western Bulldogs,Carlton,-0.5
Total,Western Bulldogs,Collingwood,-11.3
Total,Western Bulldogs,Essendon,22.4
Total,Western Bulldogs,Fremantle,-13.4
Total,Western Bulldogs,Geelong,-17.3
Total,Western Bulldogs,Gold Coast,14.5
Total,Western Bulldogs,Greater Western Sydney,1.2
Total,Western Bulldogs,Hawthorn,-25.6
Total,Western Bulldogs,Melbourne,3.5
Total,Western Bulldogs,North Melbourne,-6.8
Total,Western Bulldogs,Port Adelaide,-7.2
Total,Western Bulldogs,Richmond,-10.5
Total,Western Bulldogs,St Kilda,1.1
Total,Western Bulldogs,Sydney,-15.7
Total,Western Bulldogs,West Coast,-29.2
Total,Western Bulldogs,Western Bulldogs,
