,,,,,,,,,,,max,100,,,,Rainfall Bins,0,1,10,15,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,Round,Team,Score,Margin,WinLoss,Opposition,Day,Date,Start Time,Venue,Attendance,Rainfall(mm),,Year,,Rainfall,None,Light,Medium,Heavy,,,,Team,Adelaide,Brisbane Lions,Carlton,Collingwood,Essendon,Fremantle,Geelong,Gold Coast,Greater Western Sydney,Hawthorn,Melbourne,North Melbourne,Port Adelaide,Richmond,St Kilda,Sydney,West Coast,Western Bulldogs,,Venue,Adelaide Oval,Bellerive Oval,Blacktown,Carrara,Cazaly's Stadium,Docklands,Eureka Stadium,Football Park,Gabba,Jiangwan Stadium,Kardinia Park,M.C.G.,Manuka Oval,Marrara Oval,Perth Stadium,Riverway Stadium,S.C.G.,Stadium Australia,Subiaco,Sydney Showground,Traeger Park,Wellington,York Park
2019,R12,Geelong,104,67,W,Richmond,Fri,7-Jun-19,7:50 PM,M.C.G.,"65,214",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R14,Geelong,56,-11,L,Port Adelaide,Sat,22-Jun-19,7:10 PM,Adelaide Oval,"37,726",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R15,Geelong,96,27,W,Adelaide,Fri,28-Jun-19,7:50 PM,Kardinia Park,"28,108",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R18,Geelong,61,-24,L,Hawthorn,Sun,21-Jul-19,1:10 PM,M.C.G.,"53,636",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R19,Geelong,107,27,W,Sydney,Sun,28-Jul-19,3:20 PM,S.C.G.,"32,911",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R2,Geelong,126,80,W,Melbourne,Sat,30-Mar-19,7:25 PM,Kardinia Park,"27,561",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R20,Geelong,61,-34,L,Fremantle,Sat,3-Aug-19,2:35 PM,Perth Stadium,"36,310",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R22,Geelong,74,-1,L,Brisbane Lions,Sat,17-Aug-19,2:10 PM,Gabba,"35,608",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R23,Geelong,129,68,W,Carlton,Sat,24-Aug-19,4:35 PM,Kardinia Park,"31,669",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R3,Geelong,99,24,W,Adelaide,Thu,4-Apr-19,7:20 PM,Adelaide Oval,"45,631",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R4,Geelong,75,-4,L,Greater Western Sydney,Sat,13-Apr-19,1:45 PM,Kardinia Park,"28,780",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R6,Geelong,104,58,W,West Coast,Sun,28-Apr-19,4:40 PM,Kardinia Park,"28,085",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R9,Geelong,133,44,W,Western Bulldogs,Sat,18-May-19,4:35 PM,Kardinia Park,"31,373",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,SF,Geelong,88,20,W,West Coast,Fri,13-Sep-19,7:50 PM,M.C.G.,"51,813",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R8,Geelong,104,24,W,North Melbourne,Sun,12-May-19,1:10 PM,Docklands,"21,156",0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R11,Geelong,85,22,W,Sydney,Sat,1-Jun-19,4:35 PM,Kardinia Park,"29,021",0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R16,Geelong,55,-16,L,Western Bulldogs,Sat,6-Jul-19,7:25 PM,Docklands,"35,641",0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R5,Geelong,113,23,W,Hawthorn,Mon,22-Apr-19,3:20 PM,M.C.G.,"66,347",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R7,Geelong,86,32,W,Essendon,Sun,5-May-19,3:20 PM,M.C.G.,"63,527",2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,QF,Geelong,51,-10,L,Collingwood,Fri,6-Sep-19,7:50 PM,M.C.G.,"93,436",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R17,Geelong,84,27,W,St Kilda,Sat,13-Jul-19,7:25 PM,Kardinia Park,"24,035",3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R21,Geelong,69,55,W,North Melbourne,Sat,10-Aug-19,7:25 PM,Kardinia Park,"21,664",5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R10,Gold Coast,64,-27,L,Geelong,Sat,25-May-19,7:25 PM,Carrara,"13,144",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R11,Gold Coast,43,-83,L,Greater Western Sydney,Sat,1-Jun-19,1:45 PM,Sydney Showground,"7,581",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R13,Gold Coast,76,-4,L,St Kilda,Sat,15-Jun-19,1:45 PM,Riverway Stadium,"7,243",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R15,Gold Coast,51,-42,L,Sydney,Sat,29-Jun-19,4:35 PM,S.C.G.,"26,194",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R17,Gold Coast,56,-95,L,Adelaide,Sat,13-Jul-19,7:25 PM,Carrara,"8,741",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R18,Gold Coast,75,-24,L,Carlton,Sat,20-Jul-19,2:10 PM,Docklands,"31,765",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R19,Gold Coast,96,-10,L,Essendon,Sun,28-Jul-19,4:40 PM,Carrara,"15,759",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R21,Gold Coast,53,-91,L,Brisbane Lions,Sat,10-Aug-19,4:35 PM,Gabba,"22,530",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R23,Gold Coast,55,-72,L,Greater Western Sydney,Sat,24-Aug-19,7:25 PM,Carrara,"7,610",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R3,Gold Coast,73,5,W,Western Bulldogs,Sun,7-Apr-19,2:20 PM,Docklands,"22,499",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R6,Gold Coast,62,-49,L,Brisbane Lions,Sat,27-Apr-19,1:45 PM,Carrara,"13,694",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R8,Gold Coast,60,-1,L,Melbourne,Sat,11-May-19,4:35 PM,Carrara,"9,765",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R9,Gold Coast,51,-38,L,Port Adelaide,Sun,19-May-19,12:40 PM,Adelaide Oval,"26,129",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R22,Gold Coast,48,-70,L,Hawthorn,Sun,18-Aug-19,4:40 PM,Docklands,"31,331",0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R4,Gold Coast,59,2,W,Carlton,Sun,14-Apr-19,2:40 PM,Carrara,"14,176",0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R5,Gold Coast,46,-73,L,Adelaide,Sun,21-Apr-19,4:10 PM,Adelaide Oval,"40,847",0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R1,Gold Coast,84,-1,L,St Kilda,Sun,24-Mar-19,1:10 PM,Docklands,"20,291",1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R12,Gold Coast,72,-27,L,North Melbourne,Sat,8-Jun-19,4:35 PM,Carrara,"9,305",1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R20,Gold Coast,51,-69,L,Collingwood,Sun,4-Aug-19,1:10 PM,M.C.G.,"33,577",1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R7,Gold Coast,57,-23,L,West Coast,Sat,4-May-19,6:10 PM,Perth Stadium,"47,497",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R2,Gold Coast,61,3,W,Fremantle,Sun,31-Mar-19,3:40 PM,Carrara,"10,119",2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R16,Gold Coast,58,-92,L,Richmond,Sat,6-Jul-19,2:10 PM,Carrara,"16,031",3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,GF,Greater Western Sydney,25,-89,L,Richmond,Sat,28-Sep-19,2:30 PM,M.C.G.,"100,014",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R11,Greater Western Sydney,126,83,W,Gold Coast,Sat,1-Jun-19,1:45 PM,Sydney Showground,"7,581",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R12,Greater Western Sydney,61,-21,L,Adelaide,Sat,8-Jun-19,7:10 PM,Adelaide Oval,"41,710",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R15,Greater Western Sydney,71,-6,L,Essendon,Thu,27-Jun-19,7:20 PM,Docklands,"25,195",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R16,Greater Western Sydney,74,-20,L,Brisbane Lions,Sun,7-Jul-19,4:40 PM,Sydney Showground,"12,268",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R18,Greater Western Sydney,122,47,W,Collingwood,Sat,20-Jul-19,4:35 PM,Sydney Showground,"15,467",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R19,Greater Western Sydney,56,1,W,Port Adelaide,Sat,27-Jul-19,7:10 PM,Adelaide Oval,"27,591",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R2,Greater Western Sydney,52,-52,L,West Coast,Sat,30-Mar-19,5:10 PM,Perth Stadium,"54,985",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R20,Greater Western Sydney,83,2,W,Sydney,Sat,3-Aug-19,2:10 PM,Sydney Showground,"16,116",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R21,Greater Western Sydney,29,-56,L,Hawthorn,Fri,9-Aug-19,7:50 PM,Manuka Oval,"11,741",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R22,Greater Western Sydney,65,-61,L,Western Bulldogs,Sun,18-Aug-19,3:20 PM,Sydney Showground,"10,139",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R23,Greater Western Sydney,127,72,W,Gold Coast,Sat,24-Aug-19,7:25 PM,Carrara,"7,610",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R4,Greater Western Sydney,79,4,W,Geelong,Sat,13-Apr-19,1:45 PM,Kardinia Park,"28,780",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R5,Greater Western Sydney,82,-24,L,Fremantle,Sat,20-Apr-19,1:45 PM,Manuka Oval,"11,277",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R6,Greater Western Sydney,120,41,W,Sydney,Sat,27-Apr-19,7:25 PM,S.C.G.,"29,780",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R9,Greater Western Sydney,138,93,W,Carlton,Sun,19-May-19,4:40 PM,Sydney Showground,"9,599",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,SF,Greater Western Sydney,83,3,W,Brisbane Lions,Sat,14-Sep-19,7:25 PM,Gabba,"30,034",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R8,Greater Western Sydney,38,-33,L,Hawthorn,Sun,12-May-19,3:20 PM,M.C.G.,"14,636",0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,PF,Greater Western Sydney,56,4,W,Collingwood,Sat,21-Sep-19,4:35 PM,M.C.G.,"77,828",0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R13,Greater Western Sydney,91,23,W,North Melbourne,Sun,16-Jun-19,3:20 PM,Bellerive Oval,"7,832",0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,EF,Greater Western Sydney,113,58,W,Western Bulldogs,Sat,7-Sep-19,3:20 PM,Sydney Showground,"19,218",0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R1,Greater Western Sydney,112,72,W,Essendon,Sun,24-Mar-19,3:20 PM,Sydney Showground,"15,424",0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R17,Greater Western Sydney,67,-27,L,Richmond,Sun,14-Jul-19,1:10 PM,M.C.G.,"38,986",1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R3,Greater Western Sydney,125,49,W,Richmond,Sat,6-Apr-19,4:35 PM,Sydney Showground,"12,697",1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R10,Greater Western Sydney,94,26,W,Melbourne,Sun,26-May-19,1:10 PM,M.C.G.,"20,023",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R7,Greater Western Sydney,114,44,W,St Kilda,Sat,4-May-19,1:45 PM,Manuka Oval,"12,633",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R1,Hawthorn,87,32,W,Adelaide,Sat,23-Mar-19,4:05 PM,Adelaide Oval,"50,180",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R11,Hawthorn,66,-19,L,Brisbane Lions,Sat,1-Jun-19,7:25 PM,Gabba,"25,051",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R16,Hawthorn,67,4,W,Collingwood,Fri,5-Jul-19,7:50 PM,M.C.G.,"66,407",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R18,Hawthorn,85,24,W,Geelong,Sun,21-Jul-19,1:10 PM,M.C.G.,"53,636",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R19,Hawthorn,60,-27,L,Brisbane Lions,Sat,27-Jul-19,1:45 PM,York Park,"15,157",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R21,Hawthorn,85,56,W,Greater Western Sydney,Fri,9-Aug-19,7:50 PM,Manuka Oval,"11,741",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R3,Hawthorn,87,16,W,North Melbourne,Sun,7-Apr-19,3:20 PM,M.C.G.,"36,174",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R4,Hawthorn,69,-5,L,St Kilda,Sun,14-Apr-19,3:20 PM,Docklands,"35,883",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R6,Hawthorn,93,5,W,Carlton,Sun,28-Apr-19,3:20 PM,York Park,"15,888",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R9,Hawthorn,59,-36,L,Richmond,Sun,19-May-19,3:20 PM,M.C.G.,"64,936",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R22,Hawthorn,118,70,W,Gold Coast,Sun,18-Aug-19,4:40 PM,Docklands,"31,331",0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R8,Hawthorn,71,33,W,Greater Western Sydney,Sun,12-May-19,3:20 PM,M.C.G.,"14,636",0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R23,Hawthorn,105,38,W,West Coast,Sat,24-Aug-19,6:10 PM,Perth Stadium,"55,859",0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R14,Hawthorn,63,-19,L,Sydney,Fri,21-Jun-19,7:50 PM,S.C.G.,"29,553",0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R7,Hawthorn,74,-5,L,Melbourne,Sat,4-May-19,1:45 PM,M.C.G.,"40,864",0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R17,Hawthorn,84,31,W,Fremantle,Sat,13-Jul-19,2:10 PM,York Park,"13,006",0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R20,Hawthorn,64,-22,L,North Melbourne,Fri,2-Aug-19,7:50 PM,Docklands,"33,226",0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R5,Hawthorn,90,-23,L,Geelong,Mon,22-Apr-19,3:20 PM,M.C.G.,"66,347",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R15,Hawthorn,71,-6,L,West Coast,Sat,29-Jun-19,1:45 PM,M.C.G.,"31,895",1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R2,Hawthorn,87,-19,L,Western Bulldogs,Sun,31-Mar-19,3:20 PM,M.C.G.,"39,368",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R13,Hawthorn,77,-19,L,Essendon,Fri,14-Jun-19,7:50 PM,Docklands,"44,846",2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R10,Hawthorn,80,31,W,Port Adelaide,Sat,25-May-19,1:45 PM,York Park,"11,637",12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R11,Melbourne,88,-2,L,Adelaide,Sat,1-Jun-19,7:10 PM,Marrara Oval,"10,634",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R16,Melbourne,105,5,W,Carlton,Sun,7-Jul-19,1:10 PM,M.C.G.,"55,593",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R18,Melbourne,78,-13,L,West Coast,Sun,21-Jul-19,2:50 PM,Traeger Park,"7,164",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R2,Melbourne,46,-80,L,Geelong,Sat,30-Mar-19,7:25 PM,Kardinia Park,"27,561",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R23,Melbourne,83,-5,L,North Melbourne,Sat,24-Aug-19,2:10 PM,Bellerive Oval,"8,202",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R3,Melbourne,112,-18,L,Essendon,Fri,5-Apr-19,7:50 PM,M.C.G.,"52,475",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R4,Melbourne,100,22,W,Sydney,Thu,11-Apr-19,7:20 PM,S.C.G.,"26,669",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R5,Melbourne,55,-40,L,St Kilda,Sat,20-Apr-19,4:35 PM,M.C.G.,"35,558",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R6,Melbourne,42,-43,L,Richmond,Wed,24-Apr-19,7:35 PM,M.C.G.,"72,704",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R8,Melbourne,61,1,W,Gold Coast,Sat,11-May-19,4:35 PM,Carrara,"9,765",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R20,Melbourne,60,-33,L,Richmond,Sat,3-Aug-19,7:25 PM,M.C.G.,"37,254",0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R22,Melbourne,42,-53,L,Sydney,Fri,16-Aug-19,7:50 PM,M.C.G.,"23,700",0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R7,Melbourne,79,5,W,Hawthorn,Sat,4-May-19,1:45 PM,M.C.G.,"40,864",0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R15,Melbourne,74,-33,L,Brisbane Lions,Sun,30-Jun-19,3:20 PM,Gabba,"24,809",0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R17,Melbourne,66,-8,L,Western Bulldogs,Sun,14-Jul-19,3:20 PM,Docklands,"26,781",1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R14,Melbourne,85,14,W,Fremantle,Sat,22-Jun-19,1:45 PM,M.C.G.,"20,211",1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R9,Melbourne,69,-16,L,West Coast,Fri,17-May-19,6:10 PM,Perth Stadium,"51,162",1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R12,Melbourne,57,-41,L,Collingwood,Mon,10-Jun-19,3:20 PM,M.C.G.,"74,036",4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R21,Melbourne,53,-17,L,Collingwood,Sat,10-Aug-19,1:45 PM,M.C.G.,"31,903",4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R1,Melbourne,61,-26,L,Port Adelaide,Sat,23-Mar-19,1:45 PM,M.C.G.,"38,866",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R10,Melbourne,68,-26,L,Greater Western Sydney,Sun,26-May-19,1:10 PM,M.C.G.,"20,023",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R19,Melbourne,85,-19,L,St Kilda,Sat,27-Jul-19,7:25 PM,Docklands,"22,854",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R1,North Melbourne,59,-82,L,Fremantle,Sun,24-Mar-19,3:20 PM,Perth Stadium,"40,033",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R16,North Melbourne,112,39,W,St Kilda,Sun,7-Jul-19,3:20 PM,Bellerive Oval,"10,696",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R18,North Melbourne,75,-12,L,Brisbane Lions,Sat,20-Jul-19,7:25 PM,Gabba,"23,833",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,R23,North Melbourne,88,5,W,Melbourne,Sat,24-Aug-19,2:10 PM,Bellerive Oval,"8,202",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
