,,,,,,,,,,,max,100,,,,Rainfall Bins,0,1,10,15,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,Round,Team,Score,Margin,WinLoss,Opposition,Day,Date,Start Time,Venue,Attendance,Rainfall(mm),,Year,,Rainfall,None,Light,Medium,Heavy,,,,Team,Adelaide,Brisbane Lions,Carlton,Collingwood,Essendon,Fremantle,Geelong,Gold Coast,Greater Western Sydney,Hawthorn,Melbourne,North Melbourne,Port Adelaide,Richmond,St Kilda,Sydney,West Coast,Western Bulldogs,,Venue,Adelaide Oval,Bellerive Oval,Blacktown,Carrara,Cazaly's Stadium,Docklands,Eureka Stadium,Football Park,Gabba,Jiangwan Stadium,Kardinia Park,M.C.G.,Manuka Oval,Marrara Oval,Perth Stadium,Riverway Stadium,S.C.G.,Stadium Australia,Subiaco,Sydney Showground,Traeger Park,Wellington,York Park
2014,R20,Hawthorn,115,50,W,Melbourne,Sat,9-Aug-14,4:40 PM,M.C.G.,"37,088",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R21,Hawthorn,91,-19,L,Fremantle,Sun,17-Aug-14,2:40 PM,Subiaco,"38,506",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R22,Hawthorn,94,23,W,Geelong,Sat,23-Aug-14,7:40 PM,M.C.G.,"72,216",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R23,Hawthorn,121,65,W,Collingwood,Fri,29-Aug-14,7:50 PM,M.C.G.,"48,980",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R3,Hawthorn,137,58,W,Fremantle,Fri,4-Apr-14,7:50 PM,M.C.G.,"43,583",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R4,Hawthorn,148,99,W,Gold Coast,Sat,12-Apr-14,7:40 PM,Carrara,"17,729",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R5,Hawthorn,87,-19,L,Geelong,Mon,21-Apr-14,3:20 PM,M.C.G.,"80,222",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R6,Hawthorn,118,66,W,Richmond,Sun,27-Apr-14,3:20 PM,M.C.G.,"52,990",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R8,Hawthorn,88,-19,L,Sydney,Fri,9-May-14,7:50 PM,Stadium Australia,"34,506",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R17,Hawthorn,104,12,W,Adelaide,Fri,11-Jul-14,7:20 PM,Adelaide Oval,"50,321",0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R14,Hawthorn,115,29,W,Collingwood,Sat,21-Jun-14,2:10 PM,M.C.G.,"70,516",0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R18,Hawthorn,104,10,W,Sydney,Sat,26-Jul-14,7:40 PM,M.C.G.,"72,768",0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R12,Hawthorn,123,44,W,West Coast,Sat,7-Jun-14,1:40 PM,York Park,"15,504",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R7,Hawthorn,175,145,W,St Kilda,Sat,3-May-14,1:45 PM,M.C.G.,"32,924",2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R11,Hawthorn,94,7,W,Greater Western Sydney,Sun,1-Jun-14,4:40 PM,M.C.G.,"17,906",4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R13,Hawthorn,118,28,W,Carlton,Fri,13-Jun-14,7:50 PM,M.C.G.,"49,624",6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R2,Hawthorn,90,4,W,Essendon,Fri,28-Mar-14,7:50 PM,Docklands,"44,163",8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R15,Hawthorn,116,53,W,Gold Coast,Sat,28-Jun-14,1:45 PM,York Park,"13,178",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R1,Hawthorn,139,48,W,Brisbane Lions,Sat,22-Mar-14,4:40 PM,York Park,"12,430",27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R11,Melbourne,75,-20,L,Port Adelaide,Sat,31-May-14,1:10 PM,Traeger Park,"5,655",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R12,Melbourne,28,-33,L,Collingwood,Mon,9-Jun-14,3:20 PM,M.C.G.,"68,130",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R16,Melbourne,34,-63,L,Fremantle,Sat,5-Jul-14,7:10 PM,Marrara Oval,"9,290",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R18,Melbourne,69,-3,L,Port Adelaide,Sun,20-Jul-14,12:40 PM,Adelaide Oval,"37,894",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R19,Melbourne,51,-23,L,Brisbane Lions,Sun,3-Aug-14,1:10 PM,Docklands,"18,079",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R20,Melbourne,65,-50,L,Hawthorn,Sat,9-Aug-14,4:40 PM,M.C.G.,"37,088",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R22,Melbourne,53,-66,L,West Coast,Sat,23-Aug-14,5:40 PM,Subiaco,"35,083",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R23,Melbourne,93,-30,L,North Melbourne,Sat,30-Aug-14,7:40 PM,Docklands,"17,174",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R5,Melbourne,78,-8,L,Gold Coast,Sun,20-Apr-14,3:20 PM,M.C.G.,"17,243",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R6,Melbourne,38,-31,L,Sydney,Sat,26-Apr-14,7:40 PM,M.C.G.,"24,855",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R9,Melbourne,91,17,W,Richmond,Sat,17-May-14,1:40 PM,M.C.G.,"56,910",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R14,Melbourne,66,-41,L,North Melbourne,Sun,22-Jun-14,4:40 PM,M.C.G.,"26,615",0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R3,Melbourne,47,-32,L,Greater Western Sydney,Sun,6-Apr-14,1:10 PM,Sydney Showground,"7,016",0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R4,Melbourne,81,23,W,Carlton,Sat,12-Apr-14,1:45 PM,M.C.G.,"37,323",0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R21,Melbourne,34,-64,L,Greater Western Sydney,Sun,17-Aug-14,3:20 PM,M.C.G.,"17,227",0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R2,Melbourne,30,-93,L,West Coast,Sun,30-Mar-14,3:20 PM,M.C.G.,"22,230",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R13,Melbourne,78,1,W,Essendon,Sun,15-Jun-14,4:40 PM,M.C.G.,"44,626",1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R15,Melbourne,85,-6,L,Western Bulldogs,Sun,29-Jun-14,1:10 PM,Docklands,"24,953",2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R1,Melbourne,51,-17,L,St Kilda,Sat,22-Mar-14,7:40 PM,Docklands,"31,657",3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R17,Melbourne,36,-66,L,Geelong,Sat,12-Jul-14,1:45 PM,M.C.G.,"36,385",5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R7,Melbourne,70,3,W,Adelaide,Sat,3-May-14,4:10 PM,Adelaide Oval,"44,216",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R8,Melbourne,83,-16,L,Western Bulldogs,Sat,10-May-14,7:40 PM,M.C.G.,"36,326",12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,EF,North Melbourne,93,12,W,Essendon,Sat,6-Sep-14,7:15 PM,M.C.G.,"78,561",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,PF,North Melbourne,65,-71,L,Sydney,Fri,19-Sep-14,7:50 PM,Stadium Australia,"48,029",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R1,North Melbourne,60,-39,L,Essendon,Fri,21-Mar-14,7:50 PM,Docklands,"42,332",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R15,North Melbourne,66,-4,L,Brisbane Lions,Sat,28-Jun-14,7:40 PM,Gabba,"15,862",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R16,North Melbourne,108,20,W,Hawthorn,Fri,4-Jul-14,7:50 PM,Docklands,"35,025",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R17,North Melbourne,92,59,W,St Kilda,Sat,12-Jul-14,2:10 PM,Bellerive Oval,"10,641",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R20,North Melbourne,126,75,W,Greater Western Sydney,Sat,9-Aug-14,1:45 PM,Manuka Oval,"10,211",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R22,North Melbourne,101,7,W,Adelaide,Sat,23-Aug-14,1:45 PM,Bellerive Oval,"10,702",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R23,North Melbourne,123,30,W,Melbourne,Sat,30-Aug-14,7:40 PM,Docklands,"17,174",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R3,North Melbourne,97,7,W,Port Adelaide,Sun,6-Apr-14,4:10 PM,Docklands,"19,111",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R9,North Melbourne,125,87,W,Brisbane Lions,Sat,17-May-14,4:40 PM,Docklands,"21,152",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,SF,North Melbourne,98,6,W,Geelong,Fri,12-Sep-14,7:50 PM,M.C.G.,"65,964",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R14,North Melbourne,107,41,W,Melbourne,Sun,22-Jun-14,4:40 PM,M.C.G.,"26,615",0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R6,North Melbourne,74,13,W,Fremantle,Fri,25-Apr-14,6:45 PM,Subiaco,"37,624",0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R12,North Melbourne,116,28,W,Richmond,Sun,8-Jun-14,7:10 PM,Docklands,"32,977",0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R21,North Melbourne,111,50,W,Western Bulldogs,Sun,17-Aug-14,1:10 PM,Docklands,"27,164",0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R11,North Melbourne,82,38,W,West Coast,Sun,1-Jun-14,5:40 PM,Subiaco,"35,914",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R2,North Melbourne,83,29,W,Western Bulldogs,Sun,30-Mar-14,4:40 PM,Docklands,"28,512",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R5,North Melbourne,58,-35,L,Collingwood,Sat,19-Apr-14,1:40 PM,M.C.G.,"57,116",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R10,North Melbourne,91,-20,L,Geelong,Fri,23-May-14,7:50 PM,Kardinia Park,"27,402",2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R18,North Melbourne,86,-23,L,Carlton,Fri,18-Jul-14,7:50 PM,Docklands,"36,689",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R7,North Melbourne,77,-43,L,Gold Coast,Sun,4-May-14,1:10 PM,Docklands,"19,819",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R4,North Melbourne,91,43,W,Sydney,Sun,13-Apr-14,1:10 PM,S.C.G.,"25,505",7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R13,North Melbourne,73,-36,L,Adelaide,Sat,14-Jun-14,7:10 PM,Adelaide Oval,"47,205",7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R19,North Melbourne,79,-32,L,Geelong,Sat,2-Aug-14,7:40 PM,Docklands,"32,564",11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,EF,Port Adelaide,132,57,W,Richmond,Sun,7-Sep-14,2:50 PM,Adelaide Oval,"49,886",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,PF,Port Adelaide,94,-3,L,Hawthorn,Sat,20-Sep-14,4:45 PM,M.C.G.,"74,856",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R10,Port Adelaide,100,14,W,Hawthorn,Sat,24-May-14,7:10 PM,Adelaide Oval,"52,233",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R11,Port Adelaide,95,20,W,Melbourne,Sat,31-May-14,1:10 PM,Traeger Park,"5,655",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R12,Port Adelaide,129,70,W,St Kilda,Sat,7-Jun-14,4:10 PM,Adelaide Oval,"42,374",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R18,Port Adelaide,72,3,W,Melbourne,Sun,20-Jul-14,12:40 PM,Adelaide Oval,"37,894",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R19,Port Adelaide,70,-6,L,Collingwood,Sun,3-Aug-14,4:40 PM,M.C.G.,"32,807",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R2,Port Adelaide,127,54,W,Adelaide,Sat,29-Mar-14,4:15 PM,Adelaide Oval,"50,397",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R20,Port Adelaide,58,-26,L,Sydney,Sat,9-Aug-14,7:10 PM,Adelaide Oval,"50,087",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R22,Port Adelaide,140,103,W,Carlton,Fri,22-Aug-14,7:20 PM,Adelaide Oval,"52,505",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R3,Port Adelaide,90,-7,L,North Melbourne,Sun,6-Apr-14,4:10 PM,Docklands,"19,111",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R4,Port Adelaide,159,113,W,Brisbane Lions,Sat,12-Apr-14,1:40 PM,Adelaide Oval,"36,231",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R5,Port Adelaide,70,14,W,West Coast,Sat,19-Apr-14,5:40 PM,Subiaco,"35,366",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R6,Port Adelaide,107,40,W,Geelong,Sun,27-Apr-14,4:10 PM,Adelaide Oval,"47,007",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,SF,Port Adelaide,105,22,W,Fremantle,Sat,13-Sep-14,5:45 PM,Subiaco,"42,338",0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R15,Port Adelaide,76,-23,L,Adelaide,Sun,29-Jun-14,3:40 PM,Adelaide Oval,"50,552",1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R21,Port Adelaide,56,9,W,Gold Coast,Sat,16-Aug-14,2:10 PM,Carrara,"10,042",1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R17,Port Adelaide,106,-20,L,Richmond,Sun,13-Jul-14,1:10 PM,Docklands,"21,483",3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R16,Port Adelaide,60,-2,L,Essendon,Sat,5-Jul-14,7:10 PM,Adelaide Oval,"46,786",3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R14,Port Adelaide,128,72,W,Western Bulldogs,Sat,21-Jun-14,1:15 PM,Adelaide Oval,"34,258",4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R13,Port Adelaide,94,-4,L,Sydney,Sat,14-Jun-14,2:10 PM,S.C.G.,"41,317",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R1,Port Adelaide,120,33,W,Carlton,Sun,16-Mar-14,7:40 PM,Docklands,"24,640",7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R8,Port Adelaide,94,18,W,Fremantle,Sat,10-May-14,1:10 PM,Adelaide Oval,"38,234",17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R23,Port Adelaide,97,-8,L,Fremantle,Sat,30-Aug-14,1:10 PM,Subiaco,"38,209",51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R7,Port Adelaide,132,35,W,Greater Western Sydney,Sat,3-May-14,2:10 PM,Manuka Oval,"6,549",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,EF,Richmond,75,-57,L,Port Adelaide,Sun,7-Sep-14,2:50 PM,Adelaide Oval,"49,886",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R11,Richmond,54,-50,L,Essendon,Sat,31-May-14,7:45 PM,M.C.G.,"74,664",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R14,Richmond,51,-11,L,Sydney,Fri,20-Jun-14,7:50 PM,M.C.G.,"34,648",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R15,Richmond,117,44,W,St Kilda,Sat,28-Jun-14,2:10 PM,Docklands,"28,487",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R21,Richmond,79,10,W,Adelaide,Sat,16-Aug-14,7:10 PM,Adelaide Oval,"50,459",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R3,Richmond,98,-2,L,Western Bulldogs,Sat,5-Apr-14,1:45 PM,Docklands,"31,724",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R5,Richmond,106,43,W,Brisbane Lions,Thu,17-Apr-14,7:50 PM,Gabba,"20,676",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R6,Richmond,52,-66,L,Hawthorn,Sun,27-Apr-14,3:20 PM,M.C.G.,"52,990",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R9,Richmond,74,-17,L,Melbourne,Sat,17-May-14,1:40 PM,M.C.G.,"56,910",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R10,Richmond,154,113,W,Greater Western Sydney,Sat,24-May-14,1:40 PM,Sydney Showground,"8,331",0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R13,Richmond,85,-20,L,Fremantle,Sat,14-Jun-14,1:45 PM,M.C.G.,"22,083",0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R16,Richmond,79,25,W,Brisbane Lions,Sat,5-Jul-14,1:45 PM,M.C.G.,"34,577",0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R1,Richmond,69,-18,L,Gold Coast,Sat,15-Mar-14,6:55 PM,Carrara,"19,425",0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R23,Richmond,68,3,W,Sydney,Sat,30-Aug-14,4:40 PM,Stadium Australia,"31,227",0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R12,Richmond,88,-28,L,North Melbourne,Sun,8-Jun-14,7:10 PM,Docklands,"32,977",0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R22,Richmond,98,26,W,St Kilda,Sun,24-Aug-14,4:40 PM,M.C.G.,"47,200",0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R18,Richmond,59,17,W,West Coast,Fri,25-Jul-14,6:40 PM,Subiaco,"32,270",1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R20,Richmond,95,18,W,Essendon,Fri,8-Aug-14,7:50 PM,M.C.G.,"58,032",3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R17,Richmond,126,20,W,Port Adelaide,Sun,13-Jul-14,1:10 PM,Docklands,"21,483",3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R2,Richmond,98,12,W,Carlton,Thu,27-Mar-14,7:45 PM,M.C.G.,"62,037",5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R7,Richmond,76,-5,L,Geelong,Sun,4-May-14,3:20 PM,M.C.G.,"34,377",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R4,Richmond,72,-38,L,Collingwood,Fri,11-Apr-14,7:50 PM,M.C.G.,"62,100",10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R19,Richmond,89,27,W,Greater Western Sydney,Sat,2-Aug-14,4:40 PM,M.C.G.,"23,095",11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R11,St Kilda,54,-86,L,Collingwood,Fri,30-May-14,7:50 PM,Docklands,"34,855",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R12,St Kilda,59,-70,L,Port Adelaide,Sat,7-Jun-14,4:10 PM,Adelaide Oval,"42,374",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R15,St Kilda,73,-44,L,Richmond,Sat,28-Jun-14,2:10 PM,Docklands,"28,487",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,R17,St Kilda,33,-59,L,North Melbourne,Sat,12-Jul-14,2:10 PM,Bellerive Oval,"10,641",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
