Year,Team 1,Team 1 Label,Team 2,Team 2 Label,Margin
2018,Hawthorn,HAW,Fremantle,FRE,59
2018,Hawthorn,HAW,Geelong,GEE,6
2018,Hawthorn,HAW,Gold Coast,GCS,53
2018,Hawthorn,HAW,Greater Western Sydney,GWS,-11
2018,Hawthorn,HAW,Hawthorn,HAW,
2018,Hawthorn,HAW,Melbourne,MEL,17
2018,Hawthorn,HAW,North Melbourne,NOR,-28
2018,Hawthorn,HAW,Port Adelaide,POR,3
2018,Hawthorn,HAW,Richmond,RIC,-22
2018,Hawthorn,HAW,St Kilda,STK,19.5
2018,Hawthorn,HAW,Sydney,SYD,0.5
2018,Hawthorn,HAW,West Coast,WCE,-15
2018,Hawthorn,HAW,Western Bulldogs,WBD,63
2018,Melbourne,MEL,Adelaide,ADE,52
2018,Melbourne,MEL,Brisbane Lions,BRI,26
2018,Melbourne,MEL,Carlton,CAR,109
2018,Melbourne,MEL,Collingwood,COL,-42
2018,Melbourne,MEL,Essendon,ESS,36
2018,Melbourne,MEL,Fremantle,FRE,54
2018,Melbourne,MEL,Geelong,GEE,8
2018,Melbourne,MEL,Gold Coast,GCS,82.5
2018,Melbourne,MEL,Greater Western Sydney,GWS,45
2018,Melbourne,MEL,Hawthorn,HAW,-17
2018,Melbourne,MEL,Melbourne,MEL,
2018,Melbourne,MEL,North Melbourne,NOR,37
2018,Melbourne,MEL,Port Adelaide,POR,-10
2018,Melbourne,MEL,Richmond,RIC,-46
2018,Melbourne,MEL,St Kilda,STK,18.5
2018,Melbourne,MEL,Sydney,SYD,-9
2018,Melbourne,MEL,West Coast,WCE,-24.5
2018,Melbourne,MEL,Western Bulldogs,WBD,49.5
2018,North Melbourne,NOR,Adelaide,ADE,-9
2018,North Melbourne,NOR,Brisbane Lions,BRI,28.5
2018,North Melbourne,NOR,Carlton,CAR,86
2018,North Melbourne,NOR,Collingwood,COL,-66
2018,North Melbourne,NOR,Essendon,ESS,-17
2018,North Melbourne,NOR,Fremantle,FRE,28
2018,North Melbourne,NOR,Geelong,GEE,-37
2018,North Melbourne,NOR,Gold Coast,GCS,10.5
2018,North Melbourne,NOR,Greater Western Sydney,GWS,43
2018,North Melbourne,NOR,Hawthorn,HAW,28
2018,North Melbourne,NOR,Melbourne,MEL,-37
2018,North Melbourne,NOR,North Melbourne,NOR,
2018,North Melbourne,NOR,Port Adelaide,POR,-33
2018,North Melbourne,NOR,Richmond,RIC,-10
2018,North Melbourne,NOR,St Kilda,STK,37.5
2018,North Melbourne,NOR,Sydney,SYD,-2
2018,North Melbourne,NOR,West Coast,WCE,40
2018,North Melbourne,NOR,Western Bulldogs,WBD,-2.5
2018,Port Adelaide,POR,Adelaide,ADE,1
2018,Port Adelaide,POR,Brisbane Lions,BRI,5
2018,Port Adelaide,POR,Carlton,CAR,21
2018,Port Adelaide,POR,Collingwood,COL,-51
2018,Port Adelaide,POR,Essendon,ESS,-22
2018,Port Adelaide,POR,Fremantle,FRE,20.5
2018,Port Adelaide,POR,Geelong,GEE,-34
2018,Port Adelaide,POR,Gold Coast,GCS,40
2018,Port Adelaide,POR,Greater Western Sydney,GWS,-22
2018,Port Adelaide,POR,Hawthorn,HAW,-3
2018,Port Adelaide,POR,Melbourne,MEL,10
2018,Port Adelaide,POR,North Melbourne,NOR,33
2018,Port Adelaide,POR,Port Adelaide,POR,
2018,Port Adelaide,POR,Richmond,RIC,14
2018,Port Adelaide,POR,St Kilda,STK,36
2018,Port Adelaide,POR,Sydney,SYD,23
2018,Port Adelaide,POR,West Coast,WCE,-23
2018,Port Adelaide,POR,Western Bulldogs,WBD,50.5
2018,Richmond,RIC,Adelaide,ADE,5.5
2018,Richmond,RIC,Brisbane Lions,BRI,93
2018,Richmond,RIC,Carlton,CAR,26
2018,Richmond,RIC,Collingwood,COL,10.7
2018,Richmond,RIC,Essendon,ESS,39.5
2018,Richmond,RIC,Fremantle,FRE,77
2018,Richmond,RIC,Geelong,GEE,10.5
2018,Richmond,RIC,Gold Coast,GCS,74
2018,Richmond,RIC,Greater Western Sydney,GWS,-2
2018,Richmond,RIC,Hawthorn,HAW,22
2018,Richmond,RIC,Melbourne,MEL,46
2018,Richmond,RIC,North Melbourne,NOR,10
2018,Richmond,RIC,Port Adelaide,POR,-14
2018,Richmond,RIC,Richmond,RIC,
2018,Richmond,RIC,St Kilda,STK,41
2018,Richmond,RIC,Sydney,SYD,26
2018,Richmond,RIC,West Coast,WCE,-47
2018,Richmond,RIC,Western Bulldogs,WBD,3
2018,St Kilda,STK,Adelaide,ADE,-49
2018,St Kilda,STK,Brisbane Lions,BRI,25
2018,St Kilda,STK,Carlton,CAR,64
2018,St Kilda,STK,Collingwood,COL,-28
2018,St Kilda,STK,Essendon,ESS,-43
2018,St Kilda,STK,Fremantle,FRE,-30
2018,St Kilda,STK,Geelong,GEE,-47
2018,St Kilda,STK,Gold Coast,GCS,2
2018,St Kilda,STK,Greater Western Sydney,GWS,-12.5
2018,St Kilda,STK,Hawthorn,HAW,-19.5
2018,St Kilda,STK,Melbourne,MEL,-18.5
2018,St Kilda,STK,North Melbourne,NOR,-37.5
2018,St Kilda,STK,Port Adelaide,POR,-36
2018,St Kilda,STK,Richmond,RIC,-41
2018,St Kilda,STK,St Kilda,STK,
2018,St Kilda,STK,Sydney,SYD,-71
2018,St Kilda,STK,West Coast,WCE,-13
2018,St Kilda,STK,Western Bulldogs,WBD,-35
2018,Sydney,SYD,Adelaide,ADE,-10
2018,Sydney,SYD,Brisbane Lions,BRI,18
2018,Sydney,SYD,Carlton,CAR,30
2018,Sydney,SYD,Collingwood,COL,2
2018,Sydney,SYD,Essendon,ESS,-43
2018,Sydney,SYD,Fremantle,FRE,59
2018,Sydney,SYD,Geelong,GEE,2.5
2018,Sydney,SYD,Gold Coast,GCS,-24
2018,Sydney,SYD,Greater Western Sydney,GWS,-4.3
2018,Sydney,SYD,Hawthorn,HAW,-0.5
2018,Sydney,SYD,Melbourne,MEL,9
2018,Sydney,SYD,North Melbourne,NOR,2
2018,Sydney,SYD,Port Adelaide,POR,-23
2018,Sydney,SYD,Richmond,RIC,-26
2018,Sydney,SYD,St Kilda,STK,71
2018,Sydney,SYD,Sydney,SYD,
2018,Sydney,SYD,West Coast,WCE,22
2018,Sydney,SYD,Western Bulldogs,WBD,7
2018,West Coast,WCE,Adelaide,ADE,-10
2018,West Coast,WCE,Brisbane Lions,BRI,26
2018,West Coast,WCE,Carlton,CAR,10
2018,West Coast,WCE,Collingwood,COL,18.7
2018,West Coast,WCE,Essendon,ESS,-28
2018,West Coast,WCE,Fremantle,FRE,33
2018,West Coast,WCE,Geelong,GEE,15
2018,West Coast,WCE,Gold Coast,GCS,80
2018,West Coast,WCE,Greater Western Sydney,GWS,18
2018,West Coast,WCE,Hawthorn,HAW,15
2018,West Coast,WCE,Melbourne,MEL,24.5
2018,West Coast,WCE,North Melbourne,NOR,-40
2018,West Coast,WCE,Port Adelaide,POR,23
2018,West Coast,WCE,Richmond,RIC,47
2018,West Coast,WCE,St Kilda,STK,13
2018,West Coast,WCE,Sydney,SYD,-22
2018,West Coast,WCE,West Coast,WCE,
2018,West Coast,WCE,Western Bulldogs,WBD,52.5
2018,Western Bulldogs,WBD,Adelaide,ADE,-37
2018,Western Bulldogs,WBD,Brisbane Lions,BRI,14
2018,Western Bulldogs,WBD,Carlton,CAR,19
2018,Western Bulldogs,WBD,Collingwood,COL,-35
2018,Western Bulldogs,WBD,Essendon,ESS,21
2018,Western Bulldogs,WBD,Fremantle,FRE,-54
2018,Western Bulldogs,WBD,Geelong,GEE,2
2018,Western Bulldogs,WBD,Gold Coast,GCS,9
2018,Western Bulldogs,WBD,Greater Western Sydney,GWS,-82
2018,Western Bulldogs,WBD,Hawthorn,HAW,-63
2018,Western Bulldogs,WBD,Melbourne,MEL,-49.5
2018,Western Bulldogs,WBD,North Melbourne,NOR,2.5
2018,Western Bulldogs,WBD,Port Adelaide,POR,-50.5
2018,Western Bulldogs,WBD,Richmond,RIC,-3
2018,Western Bulldogs,WBD,St Kilda,STK,35
2018,Western Bulldogs,WBD,Sydney,SYD,-7
2018,Western Bulldogs,WBD,West Coast,WCE,-52.5
2018,Western Bulldogs,WBD,Western Bulldogs,WBD,
2019,Adelaide,ADE,Adelaide,ADE,
2019,Adelaide,ADE,Brisbane Lions,BRI,-1
2019,Adelaide,ADE,Carlton,CAR,-27
2019,Adelaide,ADE,Collingwood,COL,-66
2019,Adelaide,ADE,Essendon,ESS,-21
2019,Adelaide,ADE,Fremantle,FRE,17
2019,Adelaide,ADE,Geelong,GEE,-25.5
2019,Adelaide,ADE,Gold Coast,GCS,84
2019,Adelaide,ADE,Greater Western Sydney,GWS,21
2019,Adelaide,ADE,Hawthorn,HAW,-32
2019,Adelaide,ADE,Melbourne,MEL,2
2019,Adelaide,ADE,North Melbourne,NOR,-12
2019,Adelaide,ADE,Port Adelaide,POR,-18.5
2019,Adelaide,ADE,Richmond,RIC,33
2019,Adelaide,ADE,St Kilda,STK,25.5
2019,Adelaide,ADE,Sydney,SYD,26
2019,Adelaide,ADE,West Coast,WCE,-11
2019,Adelaide,ADE,Western Bulldogs,WBD,-34
2019,Brisbane Lions,BRI,Adelaide,ADE,1
2019,Brisbane Lions,BRI,Brisbane Lions,BRI,
2019,Brisbane Lions,BRI,Carlton,CAR,-15
2019,Brisbane Lions,BRI,Collingwood,COL,-62
2019,Brisbane Lions,BRI,Essendon,ESS,-47
2019,Brisbane Lions,BRI,Fremantle,FRE,-1
2019,Brisbane Lions,BRI,Geelong,GEE,1
2019,Brisbane Lions,BRI,Gold Coast,GCS,70
2019,Brisbane Lions,BRI,Greater Western Sydney,GWS,8.5
2019,Brisbane Lions,BRI,Hawthorn,HAW,23
2019,Brisbane Lions,BRI,Melbourne,MEL,33
2019,Brisbane Lions,BRI,North Melbourne,NOR,16
2019,Brisbane Lions,BRI,Port Adelaide,POR,32.5
2019,Brisbane Lions,BRI,Richmond,RIC,-37
2019,Brisbane Lions,BRI,St Kilda,STK,56
2019,Brisbane Lions,BRI,Sydney,SYD,22
2019,Brisbane Lions,BRI,West Coast,WCE,44
2019,Brisbane Lions,BRI,Western Bulldogs,WBD,1
2019,Carlton,CAR,Adelaide,ADE,27
2019,Carlton,CAR,Brisbane Lions,BRI,15
2019,Carlton,CAR,Carlton,CAR,
2019,Carlton,CAR,Collingwood,COL,-19
2019,Carlton,CAR,Essendon,ESS,-41
2019,Carlton,CAR,Fremantle,FRE,4
2019,Carlton,CAR,Geelong,GEE,-68
2019,Carlton,CAR,Gold Coast,GCS,11
2019,Carlton,CAR,Greater Western Sydney,GWS,-93
2019,Carlton,CAR,Hawthorn,HAW,-5
2019,Carlton,CAR,Melbourne,MEL,-5
2019,Carlton,CAR,North Melbourne,NOR,-58
2019,Carlton,CAR,Port Adelaide,POR,-16
2019,Carlton,CAR,Richmond,RIC,-30.5
2019,Carlton,CAR,St Kilda,STK,-1.5
2019,Carlton,CAR,Sydney,SYD,-6
2019,Carlton,CAR,West Coast,WCE,-24
2019,Carlton,CAR,Western Bulldogs,WBD,20.5
2019,Collingwood,COL,Adelaide,ADE,66
2019,Collingwood,COL,Brisbane Lions,BRI,62
2019,Collingwood,COL,Carlton,CAR,19
2019,Collingwood,COL,Collingwood,COL,
2019,Collingwood,COL,Essendon,ESS,7.5
2019,Collingwood,COL,Fremantle,FRE,-4
2019,Collingwood,COL,Geelong,GEE,1.5
2019,Collingwood,COL,Gold Coast,GCS,69
2019,Collingwood,COL,Greater Western Sydney,GWS,-25.5
2019,Collingwood,COL,Hawthorn,HAW,-4
2019,Collingwood,COL,Melbourne,MEL,29
2019,Collingwood,COL,North Melbourne,NOR,-44
2019,Collingwood,COL,Port Adelaide,POR,39
2019,Collingwood,COL,Richmond,RIC,6
2019,Collingwood,COL,St Kilda,STK,41
2019,Collingwood,COL,Sydney,SYD,7
2019,Collingwood,COL,West Coast,WCE,-10.5
2019,Collingwood,COL,Western Bulldogs,WBD,11.5
2019,Essendon,ESS,Adelaide,ADE,21
2019,Essendon,ESS,Brisbane Lions,BRI,47
2019,Essendon,ESS,Carlton,CAR,41
2019,Essendon,ESS,Collingwood,COL,-7.5
2019,Essendon,ESS,Essendon,ESS,
2019,Essendon,ESS,Fremantle,FRE,19.5
2019,Essendon,ESS,Geelong,GEE,-32
2019,Essendon,ESS,Gold Coast,GCS,10
2019,Essendon,ESS,Greater Western Sydney,GWS,-33
2019,Essendon,ESS,Hawthorn,HAW,19
2019,Essendon,ESS,Melbourne,MEL,18
2019,Essendon,ESS,North Melbourne,NOR,31.5
2019,Essendon,ESS,Port Adelaide,POR,-59
2019,Essendon,ESS,Richmond,RIC,-23
2019,Essendon,ESS,St Kilda,STK,-11
2019,Essendon,ESS,Sydney,SYD,2.5
2019,Essendon,ESS,West Coast,WCE,-45
2019,Essendon,ESS,Western Bulldogs,WBD,-104
2019,Fremantle,FRE,Adelaide,ADE,-17
2019,Fremantle,FRE,Brisbane Lions,BRI,1
2019,Fremantle,FRE,Carlton,CAR,-4
2019,Fremantle,FRE,Collingwood,COL,4
2019,Fremantle,FRE,Essendon,ESS,-19.5
2019,Fremantle,FRE,Fremantle,FRE,
2019,Fremantle,FRE,Geelong,GEE,34
2019,Fremantle,FRE,Gold Coast,GCS,-3
2019,Fremantle,FRE,Greater Western Sydney,GWS,24
2019,Fremantle,FRE,Hawthorn,HAW,-31
2019,Fremantle,FRE,Melbourne,MEL,-14
2019,Fremantle,FRE,North Melbourne,NOR,82
2019,Fremantle,FRE,Port Adelaide,POR,-11
2019,Fremantle,FRE,Richmond,RIC,-25
2019,Fremantle,FRE,St Kilda,STK,1
2019,Fremantle,FRE,Sydney,SYD,1
2019,Fremantle,FRE,West Coast,WCE,-52
2019,Fremantle,FRE,Western Bulldogs,WBD,-14
2019,Geelong,GEE,Adelaide,ADE,25.5
2019,Geelong,GEE,Brisbane Lions,BRI,-1
2019,Geelong,GEE,Carlton,CAR,68
2019,Geelong,GEE,Collingwood,COL,-1.5
2019,Geelong,GEE,Essendon,ESS,32
2019,Geelong,GEE,Fremantle,FRE,-34
2019,Geelong,GEE,Geelong,GEE,
2019,Geelong,GEE,Gold Coast,GCS,27
2019,Geelong,GEE,Greater Western Sydney,GWS,-4
2019,Geelong,GEE,Hawthorn,HAW,-0.5
2019,Geelong,GEE,Melbourne,MEL,80
2019,Geelong,GEE,North Melbourne,NOR,39.5
2019,Geelong,GEE,Port Adelaide,POR,-11
2019,Geelong,GEE,Richmond,RIC,24
2019,Geelong,GEE,St Kilda,STK,27
2019,Geelong,GEE,Sydney,SYD,24.5
2019,Geelong,GEE,West Coast,WCE,39
2019,Geelong,GEE,Western Bulldogs,WBD,14
2019,Gold Coast,GC,Adelaide,ADE,-84
2019,Gold Coast,GC,Brisbane Lions,BRI,-70
2019,Gold Coast,GC,Carlton,CAR,-11
2019,Gold Coast,GC,Collingwood,COL,-69
2019,Gold Coast,GC,Essendon,ESS,-10
2019,Gold Coast,GC,Fremantle,FRE,3
2019,Gold Coast,GC,Geelong,GEE,-27
2019,Gold Coast,GC,Gold Coast,GCS,
2019,Gold Coast,GC,Greater Western Sydney,GWS,-77.5
2019,Gold Coast,GC,Hawthorn,HAW,-70
2019,Gold Coast,GC,Melbourne,MEL,-1
2019,Gold Coast,GC,North Melbourne,NOR,-27
2019,Gold Coast,GC,Port Adelaide,POR,-38
2019,Gold Coast,GC,Richmond,RIC,-92
2019,Gold Coast,GC,St Kilda,STK,-2.5
2019,Gold Coast,GC,Sydney,SYD,-42
2019,Gold Coast,GC,West Coast,WCE,-23
2019,Gold Coast,GC,Western Bulldogs,WBD,5
2019,Greater Western Sydney,GWS,Adelaide,ADE,-21
2019,Greater Western Sydney,GWS,Brisbane Lions,BRI,-8.5
2019,Greater Western Sydney,GWS,Carlton,CAR,93
2019,Greater Western Sydney,GWS,Collingwood,COL,25.5
2019,Greater Western Sydney,GWS,Essendon,ESS,33
2019,Greater Western Sydney,GWS,Fremantle,FRE,-24
2019,Greater Western Sydney,GWS,Geelong,GEE,4
2019,Greater Western Sydney,GWS,Gold Coast,GCS,77.5
2019,Greater Western Sydney,GWS,Greater Western Sydney,GWS,
2019,Greater Western Sydney,GWS,Hawthorn,HAW,-44.5
2019,Greater Western Sydney,GWS,Melbourne,MEL,26
2019,Greater Western Sydney,GWS,North Melbourne,NOR,23
2019,Greater Western Sydney,GWS,Port Adelaide,POR,1
2019,Greater Western Sydney,GWS,Richmond,RIC,-22.3
2019,Greater Western Sydney,GWS,St Kilda,STK,44
2019,Greater Western Sydney,GWS,Sydney,SYD,21.5
2019,Greater Western Sydney,GWS,West Coast,WCE,-52
2019,Greater Western Sydney,GWS,Western Bulldogs,WBD,-1.5
2019,Hawthorn,HAW,Adelaide,ADE,32
2019,Hawthorn,HAW,Brisbane Lions,BRI,-23
2019,Hawthorn,HAW,Carlton,CAR,5
2019,Hawthorn,HAW,Collingwood,COL,4
2019,Hawthorn,HAW,Essendon,ESS,-19
2019,Hawthorn,HAW,Fremantle,FRE,31
2019,Hawthorn,HAW,Geelong,GEE,0.5
2019,Hawthorn,HAW,Gold Coast,GCS,70
2019,Hawthorn,HAW,Greater Western Sydney,GWS,44.5
2019,Hawthorn,HAW,Hawthorn,HAW,
2019,Hawthorn,HAW,Melbourne,MEL,-5
2019,Hawthorn,HAW,North Melbourne,NOR,-3
2019,Hawthorn,HAW,Port Adelaide,POR,31
2019,Hawthorn,HAW,Richmond,RIC,-36
2019,Hawthorn,HAW,St Kilda,STK,-5
2019,Hawthorn,HAW,Sydney,SYD,-19
2019,Hawthorn,HAW,West Coast,WCE,16
2019,Hawthorn,HAW,Western Bulldogs,WBD,-19
2019,Melbourne,MEL,Adelaide,ADE,-2
2019,Melbourne,MEL,Brisbane Lions,BRI,-33
2019,Melbourne,MEL,Carlton,CAR,5
2019,Melbourne,MEL,Collingwood,COL,-29
2019,Melbourne,MEL,Essendon,ESS,-18
2019,Melbourne,MEL,Fremantle,FRE,14
2019,Melbourne,MEL,Geelong,GEE,-80
2019,Melbourne,MEL,Gold Coast,GCS,1
2019,Melbourne,MEL,Greater Western Sydney,GWS,-26
2019,Melbourne,MEL,Hawthorn,HAW,5
2019,Melbourne,MEL,Melbourne,MEL,
2019,Melbourne,MEL,North Melbourne,NOR,-5
2019,Melbourne,MEL,Port Adelaide,POR,-26
2019,Melbourne,MEL,Richmond,RIC,-38
2019,Melbourne,MEL,St Kilda,STK,-29.5
2019,Melbourne,MEL,Sydney,SYD,-15.5
2019,Melbourne,MEL,West Coast,WCE,-14.5
2019,Melbourne,MEL,Western Bulldogs,WBD,-8
2019,North Melbourne,NOR,Adelaide,ADE,12
2019,North Melbourne,NOR,Brisbane Lions,BRI,-16
2019,North Melbourne,NOR,Carlton,CAR,58
2019,North Melbourne,NOR,Collingwood,COL,44
2019,North Melbourne,NOR,Essendon,ESS,-31.5
2019,North Melbourne,NOR,Fremantle,FRE,-82
2019,North Melbourne,NOR,Geelong,GEE,-39.5
2019,North Melbourne,NOR,Gold Coast,GCS,27
2019,North Melbourne,NOR,Greater Western Sydney,GWS,-23
2019,North Melbourne,NOR,Hawthorn,HAW,3
2019,North Melbourne,NOR,Melbourne,MEL,5
2019,North Melbourne,NOR,North Melbourne,NOR,
2019,North Melbourne,NOR,Port Adelaide,POR,35
2019,North Melbourne,NOR,Richmond,RIC,37
2019,North Melbourne,NOR,St Kilda,STK,39
2019,North Melbourne,NOR,Sydney,SYD,-5
2019,North Melbourne,NOR,West Coast,WCE,-49
2019,North Melbourne,NOR,Western Bulldogs,WBD,25
2019,Port Adelaide,POR,Adelaide,ADE,18.5
2019,Port Adelaide,POR,Brisbane Lions,BRI,-32.5
2019,Port Adelaide,POR,Carlton,CAR,16
2019,Port Adelaide,POR,Collingwood,COL,-39
2019,Port Adelaide,POR,Essendon,ESS,59
2019,Port Adelaide,POR,Fremantle,FRE,11
2019,Port Adelaide,POR,Geelong,GEE,11
2019,Port Adelaide,POR,Gold Coast,GCS,38
2019,Port Adelaide,POR,Greater Western Sydney,GWS,-1
2019,Port Adelaide,POR,Hawthorn,HAW,-31
2019,Port Adelaide,POR,Melbourne,MEL,26
2019,Port Adelaide,POR,North Melbourne,NOR,-35
2019,Port Adelaide,POR,Port Adelaide,POR,
2019,Port Adelaide,POR,Richmond,RIC,-22.5
2019,Port Adelaide,POR,St Kilda,STK,70
2019,Port Adelaide,POR,Sydney,SYD,47
2019,Port Adelaide,POR,West Coast,WCE,42
2019,Port Adelaide,POR,Western Bulldogs,WBD,-25
2019,Richmond,RIC,Adelaide,ADE,-33
2019,Richmond,RIC,Brisbane Lions,BRI,37
2019,Richmond,RIC,Carlton,CAR,30.5
2019,Richmond,RIC,Collingwood,COL,-6
2019,Richmond,RIC,Essendon,ESS,23
2019,Richmond,RIC,Fremantle,FRE,25
2019,Richmond,RIC,Geelong,GEE,-24
2019,Richmond,RIC,Gold Coast,GCS,92
2019,Richmond,RIC,Greater Western Sydney,GWS,22.3
2019,Richmond,RIC,Hawthorn,HAW,36
2019,Richmond,RIC,Melbourne,MEL,38
2019,Richmond,RIC,North Melbourne,NOR,-37
2019,Richmond,RIC,Port Adelaide,POR,22.5
2019,Richmond,RIC,Richmond,RIC,
2019,Richmond,RIC,St Kilda,STK,33
2019,Richmond,RIC,Sydney,SYD,22
2019,Richmond,RIC,West Coast,WCE,6
2019,Richmond,RIC,Western Bulldogs,WBD,-47
2019,St Kilda,STK,Adelaide,ADE,-25.5
2019,St Kilda,STK,Brisbane Lions,BRI,-56
2019,St Kilda,STK,Carlton,CAR,1.5
2019,St Kilda,STK,Collingwood,COL,-41
2019,St Kilda,STK,Essendon,ESS,11
2019,St Kilda,STK,Fremantle,FRE,-1
2019,St Kilda,STK,Geelong,GEE,-27
2019,St Kilda,STK,Gold Coast,GCS,2.5
2019,St Kilda,STK,Greater Western Sydney,GWS,-44
2019,St Kilda,STK,Hawthorn,HAW,5
2019,St Kilda,STK,Melbourne,MEL,29.5
2019,St Kilda,STK,North Melbourne,NOR,-39
2019,St Kilda,STK,Port Adelaide,POR,-70
2019,St Kilda,STK,Richmond,RIC,-33
2019,St Kilda,STK,St Kilda,STK,
2019,St Kilda,STK,Sydney,SYD,-45
2019,St Kilda,STK,West Coast,WCE,-18
2019,St Kilda,STK,Western Bulldogs,WBD,27
2019,Sydney,SYD,Adelaide,ADE,-26
2019,Sydney,SYD,Brisbane Lions,BRI,-22
2019,Sydney,SYD,Carlton,CAR,6
2019,Sydney,SYD,Collingwood,COL,-7
2019,Sydney,SYD,Essendon,ESS,-2.5
2019,Sydney,SYD,Fremantle,FRE,-1
2019,Sydney,SYD,Geelong,GEE,-24.5
2019,Sydney,SYD,Gold Coast,GCS,42
2019,Sydney,SYD,Greater Western Sydney,GWS,-21.5
2019,Sydney,SYD,Hawthorn,HAW,19
2019,Sydney,SYD,Melbourne,MEL,15.5
2019,Sydney,SYD,North Melbourne,NOR,5
2019,Sydney,SYD,Port Adelaide,POR,-47
2019,Sydney,SYD,Richmond,RIC,-22
2019,Sydney,SYD,St Kilda,STK,45
2019,Sydney,SYD,Sydney,SYD,
2019,Sydney,SYD,West Coast,WCE,45
2019,Sydney,SYD,Western Bulldogs,WBD,-17
2019,West Coast,WCE,Adelaide,ADE,11
2019,West Coast,WCE,Brisbane Lions,BRI,-44
2019,West Coast,WCE,Carlton,CAR,24
2019,West Coast,WCE,Collingwood,COL,10.5
2019,West Coast,WCE,Essendon,ESS,45
2019,West Coast,WCE,Fremantle,FRE,52
2019,West Coast,WCE,Geelong,GEE,-39
2019,West Coast,WCE,Gold Coast,GCS,23
2019,West Coast,WCE,Greater Western Sydney,GWS,52
2019,West Coast,WCE,Hawthorn,HAW,-16
2019,West Coast,WCE,Melbourne,MEL,14.5
2019,West Coast,WCE,North Melbourne,NOR,49
2019,West Coast,WCE,Port Adelaide,POR,-42
2019,West Coast,WCE,Richmond,RIC,-6
2019,West Coast,WCE,St Kilda,STK,18
2019,West Coast,WCE,Sydney,SYD,-45
2019,West Coast,WCE,West Coast,WCE,
2019,West Coast,WCE,Western Bulldogs,WBD,61
2019,Western Bulldogs,WBD,Adelaide,ADE,34
2019,Western Bulldogs,WBD,Brisbane Lions,BRI,-1
2019,Western Bulldogs,WBD,Carlton,CAR,-20.5
2019,Western Bulldogs,WBD,Collingwood,COL,-11.5
2019,Western Bulldogs,WBD,Essendon,ESS,104
2019,Western Bulldogs,WBD,Fremantle,FRE,14
2019,Western Bulldogs,WBD,Geelong,GEE,-14
2019,Western Bulldogs,WBD,Gold Coast,GCS,-5
2019,Western Bulldogs,WBD,Greater Western Sydney,GWS,1.5
2019,Western Bulldogs,WBD,Hawthorn,HAW,19
2019,Western Bulldogs,WBD,Melbourne,MEL,8
2019,Western Bulldogs,WBD,North Melbourne,NOR,-25
2019,Western Bulldogs,WBD,Port Adelaide,POR,25
2019,Western Bulldogs,WBD,Richmond,RIC,47
2019,Western Bulldogs,WBD,St Kilda,STK,-27
2019,Western Bulldogs,WBD,Sydney,SYD,17
2019,Western Bulldogs,WBD,West Coast,WCE,-61
2019,Western Bulldogs,WBD,Western Bulldogs,WBD,
2020,Adelaide,ADE,Adelaide,ADE,
2020,Adelaide,ADE,Brisbane Lions,BRI,-37
2020,Adelaide,ADE,Carlton,CAR,16
2020,Adelaide,ADE,Collingwood,COL,-24
2020,Adelaide,ADE,Essendon,ESS,-3
2020,Adelaide,ADE,Fremantle,FRE,-20
2020,Adelaide,ADE,Geelong,GEE,-28
2020,Adelaide,ADE,Gold Coast,GCS,-53
2020,Adelaide,ADE,Greater Western Sydney,GWS,12
2020,Adelaide,ADE,Hawthorn,HAW,35
2020,Adelaide,ADE,Melbourne,MEL,-51
2020,Adelaide,ADE,North Melbourne,NOR,-69
2020,Adelaide,ADE,Port Adelaide,POR,-75
2020,Adelaide,ADE,Richmond,RIC,-44
2020,Adelaide,ADE,St Kilda,STK,-23
2020,Adelaide,ADE,Sydney,SYD,-3
2020,Adelaide,ADE,West Coast,WCE,-33
2020,Adelaide,ADE,Western Bulldogs,WBD,-57
2020,Brisbane Lions,BRI,Adelaide,ADE,37
2020,Brisbane Lions,BRI,Brisbane Lions,BRI,
2020,Brisbane Lions,BRI,Carlton,CAR,17
2020,Brisbane Lions,BRI,Collingwood,COL,8
2020,Brisbane Lions,BRI,Essendon,ESS,63
2020,Brisbane Lions,BRI,Fremantle,FRE,12
2020,Brisbane Lions,BRI,Geelong,GEE,-33.5
2020,Brisbane Lions,BRI,Gold Coast,GCS,45
2020,Brisbane Lions,BRI,Greater Western Sydney,GWS,20
2020,Brisbane Lions,BRI,Hawthorn,HAW,-28
2020,Brisbane Lions,BRI,Melbourne,MEL,4
2020,Brisbane Lions,BRI,North Melbourne,NOR,1
2020,Brisbane Lions,BRI,Port Adelaide,POR,37
2020,Brisbane Lions,BRI,Richmond,RIC,-13
2020,Brisbane Lions,BRI,St Kilda,STK,2
2020,Brisbane Lions,BRI,Sydney,SYD,32
2020,Brisbane Lions,BRI,West Coast,WCE,30
2020,Brisbane Lions,BRI,Western Bulldogs,WBD,24
2020,Carlton,CAR,Adelaide,ADE,-16
2020,Carlton,CAR,Brisbane Lions,BRI,-17
2020,Carlton,CAR,Carlton,CAR,
2020,Carlton,CAR,Collingwood,COL,-24
2020,Carlton,CAR,Essendon,ESS,1
2020,Carlton,CAR,Fremantle,FRE,4
2020,Carlton,CAR,Geelong,GEE,2
2020,Carlton,CAR,Gold Coast,GCS,33
2020,Carlton,CAR,Greater Western Sydney,GWS,-9
2020,Carlton,CAR,Hawthorn,HAW,-31
2020,Carlton,CAR,Melbourne,MEL,-1
2020,Carlton,CAR,North Melbourne,NOR,7
